hathi_id	shorttitle	author	person_id	inferreddate	imprintdate	oclc	full_name	given_name	last_name	gender
mdp.39015004078674	In our time, stories	Hemingway, Ernest	712	1955	1955	6739129	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015002169707	The sun also rises	Hemingway, Ernest	712	1956	1956	1730172	Ernest Hemingway	Ernest	Hemingway	male
uc1.32106002114954	A farewell to arms	Hemingway, Ernest	712	1957	1957	693060	Ernest Hemingway	Ernest	Hemingway	male
uc1.32106002114871	The Hemingway reader;	Hemingway, Ernest	712	1961	1961	6699259	Ernest Hemingway	Ernest	Hemingway	male
uc1.32106002114889	The first forty-nine stories	Hemingway, Ernest	712	1962	1962	224847045	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015043202111	The Hemingway reader	Hemingway, Ernest	712	1966	1966	46336035	Ernest Hemingway	Ernest	Hemingway	male
mdp.39076002563976	The old man and the sea	Hemingway, Ernest	712	1996	1996	34476442	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015063186673	For whom the bell tolls	Hemingway, Ernest	712	1968	1968	45532699	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015009314462	Islands in the stream	Hemingway, Ernest	712	1970	1970	93247	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015049677282	In our time; stories	Hemingway, Ernest	712	1970	1970	7101892	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015052395087	The snows of Kilimanjaro, and other stories	Hemingway, Ernest	712	1970	1970	30538684	Ernest Hemingway	Ernest	Hemingway	male
uc1.32106015468967	In our time : stories	Hemingway, Ernest	712	1970	1970	6801533	Ernest Hemingway	Ernest	Hemingway	male
uc1.32106006416033	The Nick Adams stories	Hemingway, Ernest	712	1972	1972	293139	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015053149194	The torrents of spring; a romantic novel in honor of the passing of a great race	Hemingway, Ernest	712	1972	1972	481824	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015031594305	The enduring Hemingway; an anthology of a lifetime in literature	Hemingway, Ernest	712	1974	1974	983707	Ernest Hemingway	Ernest	Hemingway	male
uc1.32106005188591	In our time	Hemingway, Ernest	712	1977	1977	3907917	Ernest Hemingway	Ernest	Hemingway	male
uc1.32106005209181	Three stories & ten poems	Hemingway, Ernest	712	1977	1977	3923620	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015040081138	The garden of Eden	Hemingway, Ernest	712	1986	1986	13185825	Ernest Hemingway	Ernest	Hemingway	male
uc1.32106013088197	The Garden of Eden	Hemingway, Ernest	712	1986	2003	32348551	Ernest Hemingway	Ernest	Hemingway	male
uc1.32106010338520	The complete short stories of Ernest Hemingway	Hemingway, Ernest	712	1987	1987	15792541	Ernest Hemingway	Ernest	Hemingway	male
pst.000018863079	The old man and the sea	Hemingway, Ernest	712	1990	1990	23695540	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015034261514	The old man and the sea	Hemingway, Ernest	712	1994	1994	30109562	Ernest Hemingway	Ernest	Hemingway	male
pst.000017709316	A farewell to arms	Hemingway, Ernest	712	1969	1969	70394301	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015046386457	The Hemingway reader;	Hemingway, Ernest	712	1953	1953	54164494	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015013895860	To have and have not	Hemingway, Ernest	712	1988	1988	19051475	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015066877138	The sun also rises	Hemingway, Ernest	712	2006	2006	73175947	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015057621123	Hemingway on war	Hemingway, Ernest	712	2003	2003	52594632	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015062544955	Under Kilimanjaro	Hemingway, Ernest	712	2005	2005	58431699	Ernest Hemingway	Ernest	Hemingway	male
mdp.39015048594223	The question of Bruno	Hemon, Aleksandar	55	2000	2000	42863109	Aleksandar Hemon	Aleksandar	Hemon	male
mdp.49015002793660	The question of Bruno	Hemon, Aleksandar	55	2001	2001	46912678	Aleksandar Hemon	Aleksandar	Hemon	male
mdp.39015018484553	The kid that could : a novel	Henderson, Bill	250	1990	1990	21892033	Bill Henderson	Bill	Henderson	male
mdp.39015060646661	Duck feet	Hernandez, Gilbert	813	2002	2002	50776633	Gilbert Hernandez	Gilbert	Hernandez	male
mdp.39015003917872	The walnut door	Hersey, John	1136	1977	1977	59054837	John Hersey	John	Hersey	male
mdp.39015032748926	Key West tales	Hersey, John	1136	1994	1994	28114212	John Hersey	John	Hersey	male
mdp.39015017728455	Fling and other stories	Hersey, John	1136	1990	1990	20995965	John Hersey	John	Hersey	male
uc1.b4382651	Blues	Hersey, John	1136	1987	1987	15084089	John Hersey	John	Hersey	male
mdp.39015010234410	The child buyer : a novel in the form of hearings before the Standing Committee on Education, Welfare, & Public Morality of a certain State Senate, investigating the conspiracy of Mr. Wissey Jones, with others, to purchase a male child	Hersey, John	1136	1981	1981	17986770	John Hersey	John	Hersey	male
uc1.b3688280	The walnut door	Hersey, John	1136	1977	1977	3434104	John Hersey	John	Hersey	male
mdp.39015031235420	The walnut door	Hersey, John	1136	1977	1977	11507890	John Hersey	John	Hersey	male
mdp.39015031235438	My petition for more space	Hersey, John	1136	1975	1975	2967234	John Hersey	John	Hersey	male
mdp.39015016424379	Under the eye of the storm	Hersey, John	1136	1967	1967	284925	John Hersey	John	Hersey	male
uc1.$b675885	Into the valley, a skirmish of the marines	Hersey, John	1136	1966	1966	9728471	John Hersey	John	Hersey	male
uc1.b3688282	Too far to walk	Hersey, John	1136	1966	1966	358853	John Hersey	John	Hersey	male
mdp.39015050556565	White lotus	Hersey, John	1136	1965	1965	284926	John Hersey	John	Hersey	male
mdp.39015031235388	The child buyer; a novel in the form of hearings before the Standing Committee on Education, Welfare, & Public Morality of a certain State Senate, investigating the conspiracy of Mr. Wissey Jones, with others, to purchase a male child	Hersey, John	1136	1960	1960	284929	John Hersey	John	Hersey	male
mdp.39015036895640	My petition for more space	Hersey, John	1136	1974	1974	940613	John Hersey	John	Hersey	male
mdp.39015074297212	A single pebble / John Hersey	Hersey, John	1136	1956	1989	18441389	John Hersey	John	Hersey	male
mdp.39015011902353	The war lover	Hersey, John	1136	1959	1959	284921	John Hersey	John	Hersey	male
mdp.39015066056915	A single pebble	Hersey, John	1136	1956	1956	284950	John Hersey	John	Hersey	male
mdp.39076006266766	A bell for Adano	Hersey, John	1136	1946	1946	3009981	John Hersey	John	Hersey	male
mdp.39015016424395	The marmot drive	Hersey, John	1136	1953	1953	312391	John Hersey	John	Hersey	male
uc1.$b101973	There was a man in our town, a novel	Hicks, Granville	832	1952	1952	284811	Granville Hicks	Granville	Hicks	male
mdp.39015014516879	The first to awaken	Hicks, Granville	832	1971	1971	178718	Granville Hicks	Granville	Hicks	male
mdp.39015066045520	The mambo kings play songs of love	Hijuelos, Oscar	1755	1989	1989	19353741	Oscar Hijuelos	Oscar	Hijuelos	male
coo.31924062293430	The mambo kings play songs of love	Hijuelos, Oscar	1755	1992	1992	25375572	Oscar Hijuelos	Oscar	Hijuelos	male
mdp.39015034927726	Mr. Ives' Christmas	Hijuelos, Oscar	1755	1995	1995	33047018	Oscar Hijuelos	Oscar	Hijuelos	male
mdp.39015018931280	Limbo river	Hillis, Rick	1927	1990	1990	21302367	Rick Hillis	Rick	Hillis	male
mdp.39076005038323	The Prince of Darkness & Co., a novel	Hine, Daryl	493	1961	1961	1022589	Daryl Hine	Daryl	Hine	male
uc1.b4091150	The circle home	Hoagland, Edward	638	1960	1960	1022599	Edward Hoagland	Edward	Hoagland	male
uc1.$b101940	Cat man	Hoagland, Edward	638	1956	1956	1672517	Edward Hoagland	Edward	Hoagland	male
mdp.39015062408888	Cat man : a novel	Hoagland, Edward	638	2003	2003	52759551	Edward Hoagland	Edward	Hoagland	male
uc1.b4095605	The peacock's tail	Hoagland, Edward	638	1965	1965	2528309	Edward Hoagland	Edward	Hoagland	male
uc1.b4382659	Seven rivers west	Hoagland, Edward	638	1986	1986	13426354	Edward Hoagland	Edward	Hoagland	male
mdp.39015015233409	Seven rivers west	Hoagland, Edward	638	1987	1987	15221378	Edward Hoagland	Edward	Hoagland	male
mdp.39015046825454	The final fate of the alligators	Hoagland, Edward	638	1992	1992	23383950	Edward Hoagland	Edward	Hoagland	male
mdp.39015049523122	Knowing : new and selected poems	Holden, Jonathan	1187	2000	2000	42753521	Jonathan Holden	Jonathan	Holden	male
mdp.39015025195218	Brilliant kids	Holden, Jonathan	1187	1992	1992	25369324	Jonathan Holden	Jonathan	Holden	male
mdp.39015047541258	The swimming pool library	Hollinghurst, Alan	41	1989	1989	19811478	Alan Hollinghurst	Alan	Hollinghurst	male
mdp.39015043089575	The spell	Hollinghurst, Alan	41	1998	1998	39656988	Alan Hollinghurst	Alan	Hollinghurst	male
mdp.39015034226228	The folding star	Hollinghurst, Alan	41	1994	1994	30027019	Alan Hollinghurst	Alan	Hollinghurst	male
uc1.b4446881	Squabble, and other stories	Holman, John	1138	1990	1990	20596163	John Holman	John	Holman	male
mdp.39015045657866	Luminous mysteries	Holman, John	1138	1998	1998	38936774	John Holman	John	Holman	male
uc1.32106002116942	Go	Holmes, John Clellon	1175	1952	1952	1943726	Johnclellon Holmes	Johnclellon	Holmes	male
mdp.39015054104305	The horn	Holmes, John Clellon	1175	1958	1958	568206	Johnclellon Holmes	Johnclellon	Holmes	male
uc1.b3462094	The horn	Holmes, John Clellon	1175	1958	1958	568206	Johnclellon Holmes	Johnclellon	Holmes	male
uc1.b3687948	Get home free	Holmes, John Clellon	1175	1964	1964	1022158	Johnclellon Holmes	Johnclellon	Holmes	male
mdp.39015008293840	Go	Holmes, John Clellon	1175	1977	1977	3012958	Johnclellon Holmes	Johnclellon	Holmes	male
mdp.39015069174459	The zebra storyteller : collected stories	Holst, Spencer	2118	1993	1993	27976545	Spencer Holst	Spencer	Holst	male
mdp.49015000692278	The language of cats and other stories	Holst, Spencer	2118	1971	1971	114096	Spencer Holst	Spencer	Holst	male
uc1.b3470784	The foibles and fables of an abstract man	Honig, Edwin	644	1979	1979	6341757	Edwin Honig	Edwin	Honig	male
uc1.$b102987	The saintmaker's Christmas Eve	Horgan, Paul	1790	1955	1955	896979	Paul Horgan	Paul	Horgan	male
uc1.$b243337	The devil in the desert	Horgan, Paul	1790	1952	1952	10743987	Paul Horgan	Paul	Horgan	male
uc1.b3687955	One red rose for Christmas	Horgan, Paul	1790	1952	1952	1810551	Paul Horgan	Paul	Horgan	male
uc1.$b285078	Humble powers	Horgan, Paul	1790	1956	1956	1470954	Paul Horgan	Paul	Horgan	male
mdp.39015000597677	Mountain standard time: Main line west, Far from Cibola [and] The common heart	Horgan, Paul	1790	1962	1962	285363	Paul Horgan	Paul	Horgan	male
uc1.$b243341	Give me possession	Horgan, Paul	1790	1957	1957	1249490	Paul Horgan	Paul	Horgan	male
mdp.39015050559379	The peach stone; stories from four decades	Horgan, Paul	1790	1967	1967	4914809	Paul Horgan	Paul	Horgan	male
mdp.39015051280942	How to be good	Hornby, Nick	1724	2001	2001	46393465	Nick Hornby	Nick	Hornby	male
uc1.32106018075231	A long way down	Hornby, Nick	1724	2005	2005	60342735	Nick Hornby	Nick	Hornby	male
mdp.39076002516263	A long way down	Hornby, Nick	1724	2005	2005	56567128	Nick Hornby	Nick	Hornby	male
mdp.39015063346582	Not a star	Hornby, Nick	1724	2006	2006	62761860	Nick Hornby	Nick	Hornby	male
mdp.49015002342781	High fidelity	Hornby, Nick	1724	1995	1995	32276330	Nick Hornby	Nick	Hornby	male
uc1.b4446902	Cappella	Horovitz, Israel	934	1973	1973	604935	Israel Horovitz	Israel	Horovitz	male
mdp.39015037360677	Eagle song : an Indian saga based on true events	Houston, James	973	1983	1983	9949394	James Houston	James	Houston	male
mdp.39015051177601	Ghost fox	Houston, James	973	1977	1977	3259617	James Houston	James	Houston	male
pst.000031094771	Running west	Houston, James	973	1989	1992	25035682	James Houston	James	Houston	male
uc1.b4446917	Spirit wrestler	Houston, James	973	1980	1980	5450035	James Houston	James	Houston	male
mdp.39015060558007	The white dawn : an Eskimo saga	Houston, James	973	1971	1971	130417	James Houston	James	Houston	male
mdp.39015054065423	A treasury of Yiddish stories	Howe, Irving	926	1954	1954	1873609	Irving Howe	Irving	Howe	male
uc1.32106007246611	A treasury of Yiddish stories	Howe, Irving	926	1955	1955	10744378	Irving Howe	Irving	Howe	male
mdp.39015008806062	Classics of modern fiction; ten short novels	Howe, Irving	926	1972	1972	532408	Irving Howe	Irving	Howe	male
mdp.39015009097547	Classics of modern fiction; eight short novels	Howe, Irving	926	1968	1968	438369	Irving Howe	Irving	Howe	male
uc1.32106005367229	Laughing to keep from crying	Hughes, Langston	1344	1952	1952	889950	Langston Hughes	Langston	Hughes	male
inu.39000004575028	Not without laughter	Hughes, Langston	1344	1985	1985	13765593	Langston Hughes	Langston	Hughes	male
uc1.32106014625278	Simple speaks his mind	Hughes, Langston	1344	1976	1976	10108714	Langston Hughes	Langston	Hughes	male
pst.000032609578	Simple's Uncle Sam	Hughes, Langston	1344	1977	1977	28656372	Langston Hughes	Langston	Hughes	male
mdp.39015013263119	Simple stakes a claim	Hughes, Langston	1344	1957	1957	978908	Langston Hughes	Langston	Hughes	male
mdp.39015046804525	Not without laughter	Hughes, Langston	1344	1970	1970	11419960	Langston Hughes	Langston	Hughes	male
mdp.39015005308682	The ways of white folks	Hughes, Langston	1344	1947	1947	25001604	Langston Hughes	Langston	Hughes	male
mdp.39015074266472	The ways of white folks	Hughes, Langston	1344	1990	1990	20392602	Langston Hughes	Langston	Hughes	male
mdp.39015034284706	Not without laughter	Hughes, Langston	1344	1995	1995	31605956	Langston Hughes	Langston	Hughes	male
mdp.39015054296929	The novels : Not without laughter, and, Tambourines to glory	Hughes, Langston	1344	2001	2001	47693591	Langston Hughes	Langston	Hughes	male
uc1.32106016822501	The collected works of Langston Hughes	Hughes, Langston	1344	2001	2001	45500326	Langston Hughes	Langston	Hughes	male
mdp.39015008367081	Simple takes a wife	Hughes, Langston	1344	1953	1953	1646240	Langston Hughes	Langston	Hughes	male
uc1.32106011402861	The collected works of Langston Hughes	Hughes, Langston	1344	2001	2001	45500326	Langston Hughes	Langston	Hughes	male
mdp.39015053763721	The early simple stories	Hughes, Langston	1344	2002	2002	49492684	Langston Hughes	Langston	Hughes	male
mdp.39015005113496	Tambourines to glory; a novel	Hughes, Langston	1344	1958	1958	581679	Langston Hughes	Langston	Hughes	male
mdp.39015013966695	Simple speaks his mind	Hughes, Langston	1344	1965	1950	500423	Langston Hughes	Langston	Hughes	male
uc1.$b615613	Simple stakes a claim	Hughes, Langston	1344	1958	1958	11176357	Langston Hughes	Langston	Hughes	male
uc1.32106016822519	The collected works of Langston Hughes	Hughes, Langston	1344	2001	2001	45500326	Langston Hughes	Langston	Hughes	male
mdp.39015056687802	Death and the good life : a mystery	Hugo, Richard	1905	2002	2002	50234974	Richard Hugo	Richard	Hugo	male
mdp.49015001286138	Death and the good life : a mystery	Hugo, Richard	1905	1991	1991	25160891	Richard Hugo	Richard	Hugo	male
uc1.b4446941	The Ordways	Humphrey, William	2365	1965	1965	291564	William Humphrey	William	Humphrey	male
uc1.b4446940	The collected stories of William Humphrey	Humphrey, William	2365	1985	1985	11518261	William Humphrey	William	Humphrey	male
mdp.39015052544866	Home from the hill	Humphrey, William	2365	1957	1957	7322568	William Humphrey	William	Humphrey	male
uc1.b4095493	Home from the hill	Humphrey, William	2365	1957	1958	2668877	William Humphrey	William	Humphrey	male
uc1.$b103018	The last husband, and other stories	Humphrey, William	2365	1953	1953	1022231	William Humphrey	William	Humphrey	male
uc1.b4446937	No resting place	Humphrey, William	2365	1989	1989	18322958	William Humphrey	William	Humphrey	male
mdp.39015014138682	A time and a place: stories of the Red River country	Humphrey, William	2365	1969	1969	72901	William Humphrey	William	Humphrey	male
uc1.$b119959	A time and a place : stories	Humphrey, William	2365	1968	1968	291569	William Humphrey	William	Humphrey	male
mdp.39015030750429	The last husband, and other stories	Humphrey, William	2365	1970	1970	104766	William Humphrey	William	Humphrey	male
mdp.39015042085194	Proud flesh	Humphrey, William	2365	1973	1973	524112	William Humphrey	William	Humphrey	male
mdp.39015014861903	The last husband, and other stories	Humphrey, William	2365	1962	1962	1069614	William Humphrey	William	Humphrey	male
inu.30000114444569	Home from the hill	Humphrey, William	2365	1967	1957	5917498	William Humphrey	William	Humphrey	male
mdp.39015064764965	The exquisite : a novel	Hunt, Laird	1338	2006	2006	67361100	Laird Hunt	Laird	Hunt	male
mdp.39015053117720	The impossibly : a novel	Hunt, Laird	1338	2001	2001	46992044	Laird Hunt	Laird	Hunt	male
mdp.39015060005207	Indiana, Indiana : (the dark and lovely portions of the night) : a novel	Hunt, Laird	1338	2003	2003	52381037	Laird Hunt	Laird	Hunt	male
coo.31924014495349	Two or three Graces; four stories	Huxley, Aldous	54	1949	1949	1943121	Aldous Huxley	Aldous	Huxley	male
pst.000006681838	Mortal coils	Huxley, Aldous	54	1949	1949	8541827	Aldous Huxley	Aldous	Huxley	male
mdp.39015067068653	After many a summer; a novel	Huxley, Aldous	54	1950	1950	58603735	Aldous Huxley	Aldous	Huxley	male
mdp.39015065171400	Collected short stories	Huxley, Aldous	54	1960	1960	925867	Aldous Huxley	Aldous	Huxley	male
inu.32000009144157	Those barren leaves : a novel	Huxley, Aldous	54	1951	1951	11392139	Aldous Huxley	Aldous	Huxley	male
mdp.39015056245973	Ape and essence : a novel	Huxley, Aldous	54	1949	1949	1184649	Aldous Huxley	Aldous	Huxley	male
inu.32000013153848	Collected short stories	Huxley, Aldous	54	1957	1957	1370028	Aldous Huxley	Aldous	Huxley	male
uc1.32106001990453	Antic hay and The Gioconda smile	Huxley, Aldous	54	1957	1957	713108	Aldous Huxley	Aldous	Huxley	male
mdp.39015002231440	Brave new world	Huxley, Aldous	54	1950	1950	908757	Aldous Huxley	Aldous	Huxley	male
mdp.39015020747914	The genius and the goddess, a novel	Huxley, Aldous	54	1955	1955	28899893	Aldous Huxley	Aldous	Huxley	male
inu.32000003401983	The world of Aldous Huxley, an omnibus of his fiction and non-fiction over three decades;	Huxley, Aldous	54	1947	1947	523804	Aldous Huxley	Aldous	Huxley	male
mdp.39015014198777	Brief candles; four stories	Huxley, Aldous	54	1948	1948	1996537	Aldous Huxley	Aldous	Huxley	male
miun.acb1468.0001.001	Ape and essence	Huxley, Aldous	54	1948	1948	248417	Aldous Huxley	Aldous	Huxley	male
mdp.39015008855218	The world of Aldous Huxley, an omnibus of his fiction and non-fiction over three decades;	Huxley, Aldous	54	1947	1947	57178593	Aldous Huxley	Aldous	Huxley	male
miun.aje0708.0025.001	[The collected works of Aldous Huxley]	Huxley, Aldous	54	1946	1946	63479231	Aldous Huxley	Aldous	Huxley	male
miun.aje0708.0024.001	[The collected works of Aldous Huxley]	Huxley, Aldous	54	1946	1946	63479231	Aldous Huxley	Aldous	Huxley	male
miun.aje0708.0023.001	[The collected works of Aldous Huxley]	Huxley, Aldous	54	1946	1946	63479231	Aldous Huxley	Aldous	Huxley	male
mdp.39015005117422	[The collected works of Aldous Huxley]	Huxley, Aldous	54	1946	1946	63479231	Aldous Huxley	Aldous	Huxley	male
miun.aje0708.0021.001	[The collected works of Aldous Huxley]	Huxley, Aldous	54	1946	1946	63479231	Aldous Huxley	Aldous	Huxley	male
miun.aje0708.0016.001	[The collected works of Aldous Huxley]	Huxley, Aldous	54	1946	1946	63479231	Aldous Huxley	Aldous	Huxley	male
miun.aje0708.0015.001	[The collected works of Aldous Huxley]	Huxley, Aldous	54	1946	1946	63479231	Aldous Huxley	Aldous	Huxley	male
pst.000055158336	Ape and essence	Huxley, Aldous	54	1948	1968	6050837	Aldous Huxley	Aldous	Huxley	male
uc1.32106001990495	Brief candles; four stories	Huxley, Aldous	54	1957	1957	54884128	Aldous Huxley	Aldous	Huxley	male
mdp.39015054057586	Crome yellow, a novel	Huxley, Aldous	54	1965	1965	15081257	Aldous Huxley	Aldous	Huxley	male
miun.aje0708.0014.001	[The collected works of Aldous Huxley]	Huxley, Aldous	54	1946	1946	63479231	Aldous Huxley	Aldous	Huxley	male
mdp.39015041313043	Antic hay	Huxley, Aldous	54	1997	1997	36017324	Aldous Huxley	Aldous	Huxley	male
mdp.39015032477062	Eyeless in Gaza	Huxley, Aldous	54	1975	1975	18312440	Aldous Huxley	Aldous	Huxley	male
mdp.49015001344549	Little Mexican, & other stories	Huxley, Aldous	54	1973	1973	704469162	Aldous Huxley	Aldous	Huxley	male
coo.31924001398258	Island	Huxley, Aldous	54	1972	1972	1468764	Aldous Huxley	Aldous	Huxley	male
mdp.39076006608306	Collected works	Huxley, Aldous	54	1970	1970	1452994	Aldous Huxley	Aldous	Huxley	male
mdp.39076006608280	Collected works	Huxley, Aldous	54	1970	1970	1452994	Aldous Huxley	Aldous	Huxley	male
mdp.39076006608272	Collected works	Huxley, Aldous	54	1970	1970	1452994	Aldous Huxley	Aldous	Huxley	male
mdp.39076006608231	Collected works	Huxley, Aldous	54	1970	1970	1452994	Aldous Huxley	Aldous	Huxley	male
mdp.39076006608223	Collected works	Huxley, Aldous	54	1970	1970	1452994	Aldous Huxley	Aldous	Huxley	male
mdp.39076006608215	Collected works	Huxley, Aldous	54	1970	1970	1452994	Aldous Huxley	Aldous	Huxley	male
mdp.39076006608181	Collected works	Huxley, Aldous	54	1970	1970	1452994	Aldous Huxley	Aldous	Huxley	male
mdp.39076006608165	Collected works	Huxley, Aldous	54	1970	1970	1452994	Aldous Huxley	Aldous	Huxley	male
mdp.39076006608140	Collected works	Huxley, Aldous	54	1970	1970	1452994	Aldous Huxley	Aldous	Huxley	male
mdp.39076006608108	Collected works	Huxley, Aldous	54	1970	1970	1452994	Aldous Huxley	Aldous	Huxley	male
mdp.39076006608082	Collected works	Huxley, Aldous	54	1970	1970	1452994	Aldous Huxley	Aldous	Huxley	male
pst.000029705535	Great short works of Aldous Huxley	Huxley, Aldous	54	1969	1969	44498	Aldous Huxley	Aldous	Huxley	male
mdp.49015000983156	Eyeless in Gaza, a novel	Huxley, Aldous	54	1969	1969	704469157	Aldous Huxley	Aldous	Huxley	male
uc1.32106001990594	Mortal coils: five stories	Huxley, Aldous	54	1968	1968	112612	Aldous Huxley	Aldous	Huxley	male
mdp.49015000982976	After many a summer, a novel	Huxley, Aldous	54	1968	1968	9997930	Aldous Huxley	Aldous	Huxley	male
uc1.32106001990396	The world of Aldous Huxley, an omnibus of his fiction and non-fiction over three decades	Huxley, Aldous	54	1966	1966	254438955	Aldous Huxley	Aldous	Huxley	male
pst.000029840403	After many a summer dies the swan	Huxley, Aldous	54	1965	1965	316810860	Aldous Huxley	Aldous	Huxley	male
uc1.32106007800524	After many a summer, a novel	Huxley, Aldous	54	1959	1959	1140265	Aldous Huxley	Aldous	Huxley	male
miun.aje0708.0011.001	[The collected works of Aldous Huxley]	Huxley, Aldous	54	1946	1946	63479231	Aldous Huxley	Aldous	Huxley	male
pst.000020446260	Collected short stories	Huxley, Aldous	54	1992	1992	24503880	Aldous Huxley	Aldous	Huxley	male
miun.aje0708.0009.001	[The collected works of Aldous Huxley]	Huxley, Aldous	54	1946	1946	63479231	Aldous Huxley	Aldous	Huxley	male
mdp.39015011632562	[The collected works of Aldous Huxley]	Huxley, Aldous	54	1946	1946	63479231	Aldous Huxley	Aldous	Huxley	male
miun.aje0708.0002.001	Ape	Huxley, Aldous	54	1946	1946	63479231	Aldous Huxley	Aldous	Huxley	male
miun.aje0708.0001.001	Ends and means	Huxley, Aldous	54	1946	1946	63479231	Aldous Huxley	Aldous	Huxley	male
mdp.39015002305061	Brave new world	Huxley, Aldous	54	1946	1946	2457589	Aldous Huxley	Aldous	Huxley	male
mdp.39015014138898	Limbo	Huxley, Aldous	54	1946	1946	1152096	Aldous Huxley	Aldous	Huxley	male
miun.aje0708.0010.001	[The collected works of Aldous Huxley]	Huxley, Aldous	54	1946	1946	63479231	Aldous Huxley	Aldous	Huxley	male
uc1.b4100862	The gentle weight lifter	Ignatow, David	519	1955	1955	2214793	David Ignatow	David	Ignatow	male
mdp.39015056875464	A widow for one year : a novel	Irving, John	1142	1998	1999	41173230	John Irving	John	Irving	male
uc1.32106018120813	Until I find you : a novel	Irving, John	1142	2005	2005	58431902	John Irving	John	Irving	male
uc1.32106011376438	The water-method man	Irving, John	1142	1972	1997	38276708	John Irving	John	Irving	male
mdp.49015000692526	The 158-pound marriage	Irving, John	1142	1974	1974	914828	John Irving	John	Irving	male
mdp.39015012416601	The world according to Garp : a novel	Irving, John	1142	1978	1978	3345460	John Irving	John	Irving	male
mdp.39015066055958	3 by Irving	Irving, John	1142	1980	1980	5777349	John Irving	John	Irving	male
mdp.39015013970788	The Hotel New Hampshire	Irving, John	1142	1981	1981	7306103	John Irving	John	Irving	male
mdp.39015006236957	The cider house rules : a novel	Irving, John	1142	1985	1985	11533062	John Irving	John	Irving	male
mdp.49015000692500	The cider house rules : a novel	Irving, John	1142	1985	1985	11533062	John Irving	John	Irving	male
mdp.39015020746155	A prayer for Owen Meany : a novel	Irving, John	1142	1989	1989	18557147	John Irving	John	Irving	male
mdp.39015050760001	The fourth hand : a novel	Irving, John	1142	2001	2001	45791398	John Irving	John	Irving	male
mdp.39015046367721	A widow for one year : a novel	Irving, John	1142	1998	1998	37955786	John Irving	John	Irving	male
mdp.39015054056596	A son of the circus	Irving, John	1142	1994	1994	29566583	John Irving	John	Irving	male
mdp.49015002669514	Setting free the bears	Irving, John	1142	1997	1997	316248020	John Irving	John	Irving	male
pst.000032223316	A son of the circus	Irving, John	1142	1994	1997	38259238	John Irving	John	Irving	male
uc1.32106007693663	An artist of the floating world	Ishiguro, Kazuo	1297	1986	1986	12810784	Kazuo Ishiguro	Kazuo	Ishiguro	male
uc1.32106012321953	A pale view of hills	Ishiguro, Kazuo	1297	1990	1990	21561983	Kazuo Ishiguro	Kazuo	Ishiguro	male
uc1.b3475446	A pale view of hills	Ishiguro, Kazuo	1297	1982	1982	8110598	Kazuo Ishiguro	Kazuo	Ishiguro	male
mdp.39015038440189	The unconsoled	Ishiguro, Kazuo	1297	1995	1995	32391290	Kazuo Ishiguro	Kazuo	Ishiguro	male
mdp.39015080831632	Nocturnes : five stories of music and nightfall	Ishiguro, Kazuo	1297	2009	2009	310156229	Kazuo Ishiguro	Kazuo	Ishiguro	male
uc1.32106018921913	When we were orphans	Ishiguro, Kazuo	1297	2000	2000	43561786	Kazuo Ishiguro	Kazuo	Ishiguro	male
mdp.39015047637841	A second-hand life [by] Charles Jackson	Jackson, Charles	353	1967	1967	245963	Charles Jackson	Charles	Jackson	male
mdp.39015004344795	The lost weekend	Jackson, Charles	353	1961	1961	18185915	Charles Jackson	Charles	Jackson	male
uc1.$b119914	Earthly creatures, ten stories	Jackson, Charles	353	1953	1953	2175451	Charles Jackson	Charles	Jackson	male
uc1.$b799495	The outer edges	Jackson, Charles	353	1950	1950	15787040	Charles Jackson	Charles	Jackson	male
mdp.39015014139961	The sunnier side; twelve Arcadian tales	Jackson, Charles	353	1950	1950	8021392	Charles Jackson	Charles	Jackson	male
uc1.$b399343	The outer edges	Jackson, Charles	353	1948	1948	1653126	Charles Jackson	Charles	Jackson	male
uc1.b3470626	The fall of valor; a novel	Jackson, Charles	353	1946	1946	1259382	Charles Jackson	Charles	Jackson	male
mdp.39015062828804	John Crow's devil	James, Marlon	1543	2005	2005	62195408	Marlon James	Marlon	James	male
mdp.39015029580134	Iris	Jarman, Mark	1529	1992	1992	26282766	Mark Jarman	Mark	Jarman	male
mdp.39015013238145	The gingerbread rabbit	Jarrell, Randall	1869	1964	1964	303145	Randall Jarrell	Randall	Jarrell	male
uc1.$b440675	Hungerfield	Jeffers, Robinson	1996	1952	1952	214287245	Robinson Jeffers	Robinson	Jeffers	male
