id	htid	person_id	author1_normalized	author1	author2	author3	author4	title	imprint	date	place	isbn	oclc	lccn
6141	uva.x000204923	4365	Warren, Robert Penn	Warren, Robert Penn 1905-1989	null	null	null	The circus in the attic, and other stories.	Harcourt, Brace [1962]	1962	nyu	[]	['1740051,4662010']	[]
6142	uva.x000039467	3640	Grumbach, Doris	Grumbach, Doris.	null	null	null	The spoil of the flowers.	Doubleday, 1962.	1962		[]	['1375889']	['62015931']
6143	uva.x030285025	863	Haldeman, Joe W.	Haldeman, Joe W.	null	null	null	The accidental time machine / Joe Haldeman.	Ace Books, 2007.	2007	nyu	['0441014992,9780441014996']	['84903770']	['2007006935']
6144	uva.x000196991	3184	McGalliard, John Calvin	McGalliard, John Calvin.	null	null	null	Classical mythology in certain mediaeval treatments of the legends of Troy, Thebes, and Aeneas : a study in the literary paganism of the Middle Ages / by John Calvin McGalliard.	1930	1930	mau	[]	['2959792']	[]
6145	uva.x004721987	3204	Prose, Francine	Prose, Francine 1947-	null	null	null	The lives of the muses : nine women & the artists they inspired / Francine Prose.	Aurum, 2003, c2002.	2002	enk	['1854109448']	['56348529']	[]
6146	uva.x004561425	17	Hall, Oakley M.	Hall, Oakley M.	null	null	null	Ambrose Bierce and the death of kings / Oakley Hall.	Viking, 2001.	2001	nyu	['0670030074 (alk. paper)']	['46472039']	['2001017990']
6147	uva.x004420623	3102	Foster, Patricia	Foster, Patricia 1948-	null	null	null	All the lost girls : confessions of a southern daughter / Patricia Foster.	University of Alabama Press, c2000.	2000	alu	['0817310479 (alk. paper)']	['43474646']	['00008355']
6148	uva.x004224102	287	Dobyns, Stephen	Dobyns, Stephen 1941-	null	null	null	Saratoga strongbox : a Charlie Bradshaw mystery / Stephen Dobyns.	Viking, 1998.	1998	nyu	['0670876925 (alk. paper)']	['38389730']	['98002886']
6149	uva.x004066790	17	Hall, Oakley M.	Hall, Oakley M.	null	null	null	Warlock / Oakley Hall.	University of Nevada Press, 1996.	1996	nvu	['0874172683 (acid-free paper)']	['31971192']	['95000965']
6150	uva.x006040742	1074	Graham, Jorie	Graham, Jorie 1950-	null	null	null	The dream of the unified field : selected poems, 1974-1994 / Jorie Graham.	Carcanet, 1996.	1996	enk	['1857542258 (pbk) :']	['60307004']	['gb 96023882']
6151	uva.x002532833	86	Irving, John	Irving, John 1942-	null	null	null	The Hotel New Hampshire / John Irving.	Black Swan, 1986, c1981.	1986	enk	['0552992097 (pbk) :']	['14358113,59203266']	['gb 86022949']
6152	uva.x002107670	3672	Hejinian, Lyn	Hejinian, Lyn.	Zasterle Press publisher.	Jerome McGann Library (University of Virginia)	null	The hunt / Lyn Hejinian.	Zasterle Press, 1991.	1991	sp	[]	['24360539']	[]
6153	uva.x000139981	592	McPherson, James Alan	McPherson, James Alan 1943-2016	null	null	null	Hue and cry : short stories / by James Alan McPherson.	Fawcett Crest, 1969.	1969	nyu	['0449241920']	['6063598']	[]
6154	umn.31951002363099g	17	Hall, Oakley M.	Hall, Oakley M.	null	null	null	The pawns of fear : a novel / by Jason Manor [pseud.].	Viking Press, 1955.	1955	nyu	[]	['1807376']	['55005870']
6155	txu.059173025353049	4324	Schramm, Wilbur Lang	Schramm, Wilbur Lang 1907-	null	null	null	Desarrollo de la comunicacioÌn y desarrollo econoÌmico, por Wilbur Schramm. [TraduccioÌn: JoseÌ J. FernaÌndez]	Instituto Interamericano de Ciencias AgriÌcolas de la OEA, 1965.	1965	cr	[]	['23709271']	[]
6156	txu.059173024375910	790	Kidder, Tracy	Kidder, Tracy.	null	null	null	The road to Yuba City; a journey into the Juan Corona murders.	Doubleday, 1974.	1974	nyu	[]	['1180080']	[]
6157	txu.059173025459301	4324	Schramm, Wilbur Lang	Schramm, Wilbur Lang 1907-	null	null	null	TelevisioÌn y reforma educativa en El Salvador / Schramm.	s.n., 1971?]	1971	xx	[]	['17023766']	[]
6158	txu.059173027943101	3100	Castellanos Moya, Horacio	Castellanos Moya, Horacio 1957-	null	null	null	QueÌ signo es usted, ninÌƒa Berta? / Horacio Castellanos Moya.	Editorial Guaymuras, 1981.	1981	ho	[]	['9510734']	[]
6159	txu.059173033060308	3100	Castellanos Moya, Horacio	Castellanos Moya, Horacio 1957-	null	null	null	Tirana memoria / Horacio Castellanos Moya.	TusQuets Editores, 2008.	2008	sp	['8483830892,9788483830895']	['244068648']	[]
6160	txu.059172130754070	3100	Castellanos Moya, Horacio	Castellanos Moya, Horacio 1957-	null	null	null	El gran masturbador : relatos / Horacio Castellanos Moya.	Ediciones Arcoiris, 1993.	1993	es	[]	['28704284']	['93219128']
6161	txu.059173006505864	3100	Castellanos Moya, Horacio	Castellanos Moya, Horacio 1957-	null	null	null	El asco : tres relatos violentos / Horacio Castellanos Moya.	Editorial Casiopea, c2000.	2000	sp	['8495446049']	['46785486']	['2001352539']
6162	txu.059173027908814	3100	Castellanos Moya, Horacio	Castellanos Moya, Horacio 1957-	null	null	null	Breve panorama de la literatura salvadorenÌƒa / Horacio Castellanos Moya.	"Escuela Superior del Profesorado ""Francisco MorazaÌn"", 1980."	1980	ho	[]	['10868726']	[]
6163	txu.059173027880952	4324	Schramm, Wilbur Lang	Schramm, Wilbur Lang 1907-	null	null	null	Urbanization and the spread of information / Wilbur Schramm.	Instituto Torcuato Di Tella, Centro de SociologiÌa Comparada, 1964.	1964	ag	[]	['4696552']	[]
6164	txu.059173018669235	3680	Marshall, Paule	Marshall, Paule 1929-	null	null	null	The chosen place, the timeless people / Paule Marshall.	Longman, 1970, c1969.	1970	enk	['0582101131']	['7029935']	[]
6165	txu.059173017242552	1061	Cisneros, Sandra	Cisneros, Sandra.	null	null	null	The house on Mango Street / by Sandra Cisneros.	Arte PuÌblico Press, 1983, c1984.	1984	txu	['0934770204 (pbk.)']	['10361038']	['82072278']
6166	osu.32435004913141	4333	Griffith, Paul	Griffith, Paul 1921-	null	null	null	The mare's nest.	Macmillan, 1950.	1950	nyu	[]	['1748357']	['50009699']
6167	umn.31951p00616039a	4342	Gerber, John C.	Gerber, John C.	null	null	null	The teaching of English at the University of Iowa : the first hundred years, 1861-1961 / John C. Gerber.	Maecenas Press : Distributor, Publications Order Dept., University of Iowa, Â©1995-	9999	iau	['0944266215 (v. 1) :']	['31607733']	['94042955']
6168	uc1.c3365238	674	Perelman, Robert Lawrence	Perelman, Robert Lawrence.	null	null	null	The illegible narratives of modernist genius : Pound, Zukofsky, Stein, and Joyce / by Robert Lawrence Perelman.	1990	1990	cau	[]	['26521898']	[]
6169	uc1.c2973215	197	Veeder, William R.	Veeder, William R.	null	null	null	Watch and Ward: the mixed beginning.	1969	1969	xx	[]	['29453654']	[]
6170	mdp.39015042086879	345	Tate, James	Tate, James 1943-	null	null	null	The route as briefed / James Tate.	University of Michigan Press, c1999.	1999	miu	['0472066919 (pbk. : alk. paper),0472096915 (alk. paper)']	['40869799']	['99021653']
6171	mdp.39015040064951	4397	Levis, Larry	Levis, Larry.	Levine, Philip 1928-	null	null	Elegy / Larry Levis ; edited with a foreword by Philip Levine.	University of Pittsburgh Press, c1997.	1997	pau	['0822956489 (pbk. : acid-free paper),0822940434 (acid-free paper)']	['37141106']	['97021097']
6172	pst.000031509787	1675	Harrison, Colin	Harrison, Colin 1960-	null	null	null	Break and enter / Colin Harrison.	Avon Books, [1991], c1990.	1990	xxu	['0380715260']	['23822807']	['89028119']
6173	pst.000021387425	863	Haldeman, Joe W.	Haldeman, Joe W.	null	null	null	Study war no more / edited by Joe Haldeman.	Avon, 1978.	1978	xx	['0380405199']	['12326177']	['77009517']
6174	pst.000065788844	5	Bly, Robert	Bly, Robert.	null	null	null	The light around the body / Robert Bly.	Harper & Row, 1985, c1967.	1967	nyu	['9780060907860 (pbk.)', '006090786X (pbk.) :']	['24311311']	['84048640']
6175	pst.000006921279	3660	Cheever, John	Cheever, John.	null	null	null	The stories of John Cheever.	Ballantine Books, 1981.	1981	xx	['0345284364']	['78761320']	[]
6176	pst.000065312254	3660	Cheever, John	Cheever, John.	null	null	null	Bullet Park / John Cheever.	Ballantine Books, 1978.	1978	xx	[]	['4264733']	[]
6177	pst.000056000573	3286	Gardner, John	Gardner, John 1933-1982	null	null	null	The old men / by John C. Gardner, Jr.	1958	1958	miu	[]	['4725221']	[]
6178	ien.35556000559252	4330	Mott, Frank Luther	Mott, Frank Luther 1886-1964	null	null	null	100 books on American journalism.	University of Missouri, 1953.	1953	mou	[]	['5344453']	['a  53009656 /L']
6179	inu.30000044595753	4324	Schramm, Wilbur Lang	Schramm, Wilbur Lang 1907-	Unesco	null	null	Communication satellites for education, science and culture, by Wilbur Schramm.	Unesco [c1968]	1968	fr	[]	['272321']	['72180952']
6180	inu.30000114313111	3162	Turco, Lewis	Turco, Lewis.	null	null	null	American still lifes : poems / by Lewis Turco ; [cover design and illustrations by George O'Connell]	Mathom, 1981.	1981	nyu	[]	['7880034']	[]
6181	inu.30000112145630	3349	Cassill, R. V.	Cassill, R. V. (Ronald Verlin) 1919-2002	null	null	null	An iron time: statements and reiterations; essays.	Purdue Research Foundation] 1969.	1969	inu	[]	['42915770']	[]
6182	inu.30000114587714	969	Smiley, Jane	Smiley, Jane.	null	null	null	Catskill crafts : artisans of the Catskill Mountains / by Jane Smiley.	Crown Publishers, c1988.	1988	nyu	['0517567008']	['15550093']	['87008996']
6183	inu.30000112134394	5	Bly, Robert	Bly, Robert.	null	null	null	What the fox agreed to do : four poems / Robert Bly.	Croissant, c1979.	1979	ohu	['091234802X']	['6013766']	[]
6184	inu.30000114401056	4324	Schramm, Wilbur Lang	Schramm, Wilbur Lang 1907-	null	null	null	Instructional television in the educational reform of El Salvador [by] Wilbur Schramm.	Information Center on Instructional Technology, 1973.	1973	dcu	[]	['1303469']	['74184392']
6185	inu.30000114301041	3375	Stafford, William	Stafford, William 1914-1993	Stafford, Barbara.	Bell, Marvin 1937-	Honeybrook Press	Annie-over : poems / by William Stafford and Marvin Bell ; drawings by Barbara Stafford.	Honeybrook Press, 1988.	1988	idu	['0917005228 :']	['19035480']	[]
6186	inu.30000114156668	4345	Will, Frederic	Will, Frederic.	null	null	null	Trips of the psyche / Frederic Will.	E. Mellen Press, c1993.	1993	nyu	['0773430407']	['27894647']	['93007833']
6187	inu.30000114173564	3286	Gardner, John	Gardner, John 1933-1982	null	null	null	The temptation game / John Gardner.	New London Press, c1980.	1980	xx	[]	['7126009']	[]
6188	inu.30000114182821	3373	Dana, Robert	Dana, Robert 1929-	null	null	null	Yes, everything : new poems / by Robert Dana.	Another Chicago Press, c1994.	1994	ilu	['0929968360 (pbk.) :,0929968379 :']	['28926821']	['93036543']
6189	uc1.b3335470	3616	Wilson, Angus	Wilson, Angus 1913-1991	null	null	null	Hemlock and after.	Secker & Warburg [1952]	1952	enk	[]	['1319012']	['52041131']
6190	uc1.b3687455	3083	Engle, Paul	Engle, Paul 1908-1991	null	null	null	Corn	Doubleday, Doran & co., inc., 1939.	1939	nyu	[]	['758124']	['39027484']
6191	uc1.b3529437	4330	Mott, Frank Luther	Mott, Frank Luther 1886-1964	null	null	null	American magazines, 1865-1880.	The Midland press, 1928.	1928	iau	[]	['9013441']	['28013248']
6192	coo.31924066858949	3204	Prose, Francine	Prose, Francine 1947-	null	null	null	Household saints / Francine Prose.	Ivy Books, 1993, c1981.	1993	nyu	['0804111650']	['28738338']	['80029116']
6193	uc1.$b746523	4345	Will, Frederic	Will, Frederic.	null	null	null	Flumen historicum:	University of North Carolina Press, 1965.	1965	ncu	[]	['808354923']	['65064977']
6194	mdp.39076002656440	790	Kidder, Tracy	Kidder, Tracy.	null	null	null	Mountains beyond mountains / Tracy Kidder.	Random House Trade Paperbacks, c2004, c2003.	2003	nyu	['9780812973013 (tr. pbk.)', '0812973011 (tr. pbk.)', '9780606313476', '0606313478']	['60527236']	[]
6195	mdp.39076002643406	1365	Hemley, Robin	Hemley, Robin 1958-	null	null	null	Turning life into fiction / Robin Hemley.	Story Press, c1994.	1994	ohu	['9781884910005', '1884910009 :']	['30509358']	['94018986']
6196	mdp.39076002944333	3620	Unsworth, Barry	Unsworth, Barry 1930-2012	null	null	null	The rage of the vulture / Barry Unsworth.	Houghton Mifflin Co., 1983, c1982.	1982	mau	['9780395325261', '0395325269']	['9084675']	['82023249']
6197	mdp.39076001348916	87	Mukherjee, Bharati	Mukherjee, Bharati.	null	null	null	The holder of the world / Bharati Mukherjee.	Knopf, 1993.	1993	nyu	['0394588460 :']	['27641604']	['93022066']
6198	pst.000024557122	5	Bly, Robert	Bly, Robert.	null	null	null	The man in the black coat turns : poems / by Robert Bly.	Penguin Books, 1983.	1983	xxk	['0140423036 (pbk.)']	['8866499']	['82018876']
6199	uc1.b4447002	538	Notley, Alice	Notley, Alice 1945-	null	null	null	Sorrento / Alice Notley.	Sherwood Press, 1984.	1984	cau	[]	['13286389']	[]
6200	uc1.b4439455	1837	Glancy, Diane	Glancy, Diane.	null	null	null	Brown Wolf leaves the res & other poems / by Diane Glancy.	The Blue Cloud Quarterly Press, 1984.	1984	sdu	[]	['11732728']	[]
6201	uc1.b4439276	3688	Drexler, Rosalyn	Drexler, Rosalyn.	null	null	null	The investigation; &, Hot buttered roll.	Methuen, 1969.	1969	enk	['041615560X']	['87888']	['73482323']
6202	uc1.b4422297	3697	Dodd, Susan M	Dodd, Susan M. 1946-	null	null	null	Mamaw / Susan Dodd.	Viking, 1988.	1988	nyu	['0670821802']	['17412093']	['87040661']
6203	uc1.b4421741	158	Bell, Marvin	Bell, Marvin 1937	null	null	null	Drawn by stones, by earth, by things that have been in the fire : poems / Marvin Bell.	Atheneum, 1984.	1984	nyu	['0689114664 (hard) :', '0689114672 (pbk.) :']	['10533031']	['83072998']
6204	uc1.b4366095	692	Watten, Barrett	Watten, Barrett.	null	null	null	1-10 / Barrett Watten.	This ; distributed by Small Press Distribution, c1980.	1980	xx	[]	['6756989']	[]
6205	uc1.b4363129	3100	Castellanos Moya, Horacio	Castellanos Moya, Horacio 1957-	null	null	null	Perfil de prÃ³fugo / Horacio Castellanos Moya.	Claves Latinoamericanas, 1987.	1987	mx	['9789688430347 (pbk.)', '968843034X (pbk.)']	['16119440']	[]
6206	uc1.b4355183	3204	Prose, Francine	Prose, Francine 1947-	null	null	null	Bigfoot dreams / Francine Prose.	Pantheon Books, 1986.	1986	nyu	['9780394549767', '0394549767 :']	['12974365']	['85043454']
6207	uc1.b4355182	3204	Prose, Francine	Prose, Francine 1947-	null	null	null	Animal magnetism / by Francine Prose.	Putnam, c1978.	1978	nyu	['9780399121609', '0399121609 :']	['3609484']	['77028220']
6208	uc1.b4350623	87	Pesetsky, Bette	Pesetsky, Bette 1932-	null	null	null	Author from a savage people / Bette Pesetsky.	Knopf, 1983.	1983	nyu	['0394530330']	['8929999']	['82048731']
6209	uc1.b4951632	566	Dubie, Norman	Dubie, Norman 1945-	null	null	null	Selected and new poems / Norman Dubie.	Norton, c1983.	1983	nyu	['0393301400 (pbk.)', '0393018172']	['9464751']	['83008046']
6210	uc1.b4951330	3690	McPherson, Sandra	McPherson, Sandra.	null	null	null	Patron happiness / Sandra McPherson.	Ecco Press, 1983.	1983	nyu	['0880010223 (pbk.)', '0880010215']	['8826538']	['82011490']
6211	uc1.b4975909	776	Hansen, Ron	Hansen, Ron 1947-	Tomes, Margot.	null	null	The shadowmaker / by Ron Hansen ; illustrations by Margot Tomes.	Harper & Row, c1987.	1987	nyu	['0060222034 (lib. bdg.) :', '0060222026 :']	['13945449']	['85-45272/AC/r87']
6212	uc1.b4975908	776	Hansen, Ron	Hansen, Ron 1947-	null	null	null	Desperadoes : a novel / by Ron Hansen.	Norton, 1990.	1990	nyu	['0393306801']	['20826712']	['89-77453']
6213	uc1.b4975990	538	Notley, Alice	Notley, Alice 1945-	null	null	null	Margaret & Dusty : poems / by Alice Notley.	Coffee House Press : Distribution, Bookslinger, 1985.	1985	mnu	['0918273080 (pbk. : alk. paper) :']	['11519903']	['84027472']
6214	pst.000047254299	3855	Dubus, Andre	Dubus, Andre 1936-1999	null	null	null	Meditations from a movable chair : essays / by Andre Dubus.	Vintage Books, 1999.	1999	nyu	['0679751157 (pbk.) :']	['41269221']	['97050551']
6215	inu.30000054578822	171	Mukherjee, Bharati	Mukherjee, Bharati.	null	null	null	Leave it to me / Bharati Mukherjee.	Chatto & Windus, 1997.	1997	enk	['0701161833']	['37698043']	[]
6216	inu.39000002975311	3672	Hejinian, Lyn	Hejinian, Lyn.	null	null	null	A mask of motion / Lyn Hejinian.	Burning Deck, 1977.	1977	riu	[]	['3568035']	[]
6217	uc1.$b396527	3201	Hughes, David	Hughes, David 1930-2005	null	null	null	The rosewater revolution: notes on a change of attitude.	Constable, 1971.	1971	enk	['0094570507']	['201567']	['71853142']
6218	uc1.$b401406	3648	Carlisle, Henry	Carlisle, Henry 1926-	null	null	null	The contract, by Henry Carlisle.	Bobbs-Merrill [1968]	1968	inu	[]	['448634']	['68027629']
6219	uc1.$b451195	3204	Prose, Francine	Prose, Francine 1947-	null	null	null	The Glorious Ones.	Atheneum, 1974.	1974	nyu	['0689105991']	['845315']	['73091627']
6220	coo.31924002868507	5	Hvass, Hans	Hvass, Hans 1902-	Hvass, Hans 1902-	Bly, Robert.	null	The illustrated book about reptiles and amphibians of the world. text by Robert Bly. Illus. by Wilhelm Eigener.	Grosset & Dunlap [c1960]	1960	nyu	[]	['14635293']	[]
6221	uc1.31822035602499	3100	Castellanos Moya, Horacio	Castellanos Moya, Horacio 1957-	Centro Cultural del Conde Duque (Madrid, Spain)	null	null	Todo incluido : imaÌgenes urbanas de CentroameÌrica / [textos, Horacio Castellanos Moya ... [et al.]]	Centro Cultural Conde Duque, [2004]	2004	sp	['9788496102057', '849610205X']	['84671868']	[]
6222	inu.30000048050110	1508	Canin, Ethan	Canin, Ethan.	null	null	null	Blue river.	Picador ; published by Pan Books, c1992.	1992	enk	['0330324306 (pbk) :']	['29792746']	['gb 94003755']
6223	inu.30000004434472	3683	Carver, Raymond	Carver, Raymond 1938-1988	null	null	null	Elephant and other stories / Raymond Carver.	Collins Harvill, 1988.	1988	enk	['0002719126 :']	['17585618']	['gb 88015044']
6224	inu.39000004249475	3683	Carver, Raymond	Carver, Raymond 1938-1988	null	null	null	In a marine light : selected poems / Raymond Carver.	Collins Harvill, 1987, c1986.	1987	enk	['0002719088 :']	['15590833']	['gb 87011060']
6225	uc1.$b662015	4345	Will, Frederic	Will, Frederic.	null	null	null	Hereditas; seven essays on the modern experience of the classical.	University of Texas Press [1964]	1964	txu	[]	['327861']	['64010322']
6226	wu.89107144438	3100	Castellanos Moya, Horacio	Castellanos Moya, Horacio 1957-	null	null	null	Con la congoja de la pasada tormenta : casi todos los cuentos / Horacio Castellanos Moya.	Tusquets Editores, 2009.	2009	sp	['8483831813', '9788483831816']	['441208965']	[]
6227	pst.000043755776	3286	Gardner, John	Gardner, John 1933-1982	Shields, Charles.	null	null	Dragon, dragon, and other tales / John Gardner ; illustrated by Charles Shields.	Bantam, 1976.	1976	xxu	['0553150006']	['2948728']	[]
6228	uc1.32106019343489	3104	Merino, Ana	Merino, Ana 1971-	Polli, Elizabeth tr	Harbor Mountain Press publisher	null	Cell mate / Ana Merino ; translated by Elizabeth Polli	Harbor Mountain Press, c2007	2007	vtu	['0978600959', '9780978600952']	['154669312']	[]
6229	uc1.$b802755	3085	Leggett, John	Leggett, John 1917-	null	null	null	Who took the gold away.	Random House, [1969]	1969	nyu	[]	['12567']	['69016464']
6230	uc1.$b810074	3459	Godwin, Gail	Godwin, Gail.	null	null	null	The perfectionists.	Harper & Row, [1970]	1970	nyu	[]	['69446']	['74095997']
6231	uc1.b3342771	4345	Will, Frederic	Will, Frederic.	null	null	null	A wedge of words; [poems.	University of Texas [1962]	1962	txu	[]	['1806854']	['61015828']
6232	uc1.b3342770	4345	Will, Frederic	Will, Frederic.	null	null	null	Mosaic, and other poems.	Pennsylvania State University Press [1959]	1959	pau	[]	['1077022']	[]
6233	uc1.b3342660	3162	Turco, Lewis	Turco, Lewis.	null	null	null	First poems.	Golden Quill Press [1960]	1960	nhu	[]	['290521']	['60013285/L']
6234	uc1.b3189506	459	Kittredge, William	Kittredge, William.	null	null	null	The van Gogh field and other stories / William Kittredge.	University of Missouri Press, 1978.	1978	scu	['0826202489']	['3542770']	['77026791']
6235	uc1.b3347082	4337	Kentfield, Calvin	Kentfield, Calvin 1924-	null	null	null	The great wondering goony bird; ten short stories.	Random House [1963]	1963	nyu	[]	['1447263']	['63007643/L']
6236	uc1.b3346612	3349	Cassill, R. V.	Cassill, R. V. (Ronald Verlin) 1919-2002	null	null	null	The eagle on the coin.	Random House [1950]	1950	nyu	[]	['280714']	['50009546//r']
6237	uc1.b3472599	3634	Weissbort, Daniel	Weissbort, Daniel.	null	null	null	Soundings / [by] Daniel Weissbort.	Carcanet New Press, 1977.	1977	enk	['0856352179 :']	['3289477']	['78305804']
6238	uc1.b3467350	3646	Bromell, Henry	Bromell, Henry.	null	null	null	I know your heart, Marco Polo : stories / by Henry Bromell	Knopf, 1979	1979	nyu	[]	['3730187']	[]
6239	uc1.b3462557	3648	Carlisle, Henry	Carlisle, Henry 1926-	null	null	null	The Jonah man / Henry Carlisle ; illustrated with etchings by Joe Lee.	Knopf : Distributed by Random House, 1984.	1984	nyu	['0394529421']	['10322857']	['83048869']
6240	uc1.b3462098	3686	Kirsch, Robert R.	Kirsch, Robert R. 1922-1980	null	null	null	Lives, works & transformations : a quarter century of book reviews and essays / by Robert Kirsch ; Linda Rolens editor	Capra Press, 1978	1978	cau	[]	['3915484']	['78018767']
6241	uc1.b3462050	3349	Cassill, R. V.	Cassill, R. V. (Ronald Verlin) 1919-2002	null	null	null	Hoyt's child / R. V. Cassill.	Doubleday, 1976.	1976	nyu	['0385096755 :']	['2136428']	['75021218']
6242	uc1.b3461786	3349	Cassill, R. V.	Cassill, R. V. (Ronald Verlin) 1919-2002	null	null	null	Labors of love : a novel / by R. V. Cassill	Arbor House, c1980	1980	nyu	[]	['6212829']	['79056020']
6243	uc1.b3456569	3688	Drexler, Rosalyn	Drexler, Rosalyn.	null	null	null	Starburn : the story of Jenni Love / Rosalyn Drexler	Simon and Schuster, c1979	1979	nyu	[]	['4492487']	[]
6244	inu.30000022699049	3162	Turco, Lewis	Turco, Lewis.	null	null	null	The public poet :  five lectures on the art and craft of poetry / by Lewis Turco ; delivered at Ashland University, spring 1991.	Ashland Poetry Press, 1991.	1991	ohu	[]	['25479495']	[]
6245	inu.30000114321155	3122	Piper, Edwin Ford	Piper, Edwin Ford 1871-1939	null	null	null	The land of the Aiouwas; a masque, by Edwin Ford Piper.	The Midland press, 1922.	1922	iau	[]	['3578330']	['22019985']
6246	inu.30000005082858	4368	Wideman, John Edgar	Wideman, John Edgar.	null	null	null	Sent for you yesterday / John Edgar Wideman.	Allison & Busby, 1984, c1983.	1984	enk	['0850315883 :']	['12522997']	['gb 84026954']
6247	inu.30000111037796	3591	Siegel, Robert Anthony	Siegel, Robert Anthony.	null	null	null	All will be revealed : a novel / by Robert Anthony Siegel.	MacAdam Cage, c2007.	2007	cau	['1596922052 (hardcover : alk. paper),9781596922051 (hardcover : alk. paper)']	['77574642']	['2006103267']
6248	inu.30000048032456	969	Smiley, Jane	Smiley, Jane.	null	null	null	At paradise gate / Jane Smiley.	Flamingo, 1995, c1981.	1981	enk	['0006547737']	['34777580']	[]
6249	inu.30000102052085	3206	Stern, Gerald	Stern, Gerald 1925-	Sharrow, Sheba.	null	null	Not God after all / Gerald Stern ; drawings by Sheba Sharrow.	Autumn House Press, c2004.	2004	pau	['1932870024']	['57046569']	['2004109712']
6250	inu.30000087139618	3152	Strand, Mark	Strand, Mark 1934-	Mizrakhi, Izabella.	null	null	Stroki dliÍ¡a zimy / Mark Strend ; v perevode Izabelly Mizrakhi.	EÌ‡kho, 1996.	1996	nyu	[]	['34916924']	['96083146']
6251	inu.30000087945501	3592	Stuckey-French, Elizabeth	Stuckey-French, Elizabeth.	null	null	null	Mermaids on the moon : a novel / Elizabeth Stuckey-French.	Anchor Books, 2003.	2003	nyu	['0385498977']	['52578680']	['2001058405']
6252	inu.39000002679574	3087	Glück, Louise	GluÌˆck, Louise 1943-	null	null	null	The garden / Louise GluÌˆck.	Antaeus Editions, c1976.	1976	nyu	[]	['4570175']	['78319804']
6253	inu.30000057613949	3672	Hejinian, Lyn	Hejinian, Lyn.	null	null	null	Guide, grmmar, watch, and the thirty nights / Lyn Hejinian.	Folio (Salt), 1996.	1996	at	['0646273426']	['39450767']	[]
6254	inu.30000093068512	171	Mukherjee, Bharati	Mukherjee, Bharati.	null	null	null	Wife / Bharati Mukherjee.	Penguin, 1987, c1975.	1975	enk	['0140093001']	['17444519']	[]
6255	inu.30000005486034	4333	Griffith, Paul	Griffith, Paul 1921-	Barnes &amp; Noble	null	null	Joseph Conrad: Lord Jim. Prepared for Barnes & Noble by Paul Griffith.	Barnes & Noble [1967]	1967	nyu	[]	['2005034']	['67019009 //r952']
6256	wu.89075249078	1539	Madhubuti, Haki R.	Madhubuti, Haki R. 1942-	null	null	null	Tough notes : a healing call for creating exceptional Black men : affirmations, meditations, readings, and strategies / Haki R. Madhubuti.	Third World Press, c2002.	2002	ilu	['0883782367 (alk. paper)']	['49531689']	['2002017998']
6257	pst.000061615670	3470	Wittlinger, Ellen	Wittlinger, Ellen.	null	null	null	Parrotfish / Ellen Wittlinger.	Simon & Schuster Books for Young Readers, c2007.	2007	nyu	['142874875X (BWI bdg.)', '9781428748750 (BWI bdg.)', '1416916229 (trade bdg.)', '9781416916222 (trade bdg.)']	['69020860']	['2006009689']
6258	pst.000023702769	17	Hall, Oakley M.	Hall, Oakley M.	null	null	null	The art and craft of novel writing / Oakley Hall.	Story Press, 1994,1989.	1994	xx	['1884910025 (pbk.)']	['30924273']	[]
6259	pst.000058995488	3096	Swensen, Cole	Swensen, Cole 1955-	null	null	null	Thy versailles / Cole Swenson.	Free Poetry, [2006]	2006	xxu	[]	['77059052']	[]
6260	pst.000058498446	1539	Madhubuti, Haki R.	Madhubuti, Haki R. 1942-	null	null	null	YellowBlack : the first twenty-one years of a poet's life : a memoir / Haki R. Madhubuti.	Third World Press, c2006.	2005	ilu	['9780883782750 ($16.00)', '0883782758 ($16.00)']	['72763688']	[]
6261	umn.31951002268163f	1089	Kinsella, W. P.	Kinsella, W. P.	null	null	null	Shoeless Joe / W.P. Kinsella.	Ballantine Books, 1983, c1982.	1983	nyu	['0345342569']	['39948525']	['81019196']
6262	wu.89002350866	3616	Wilson, Angus	Wilson, Angus 1913-1991	null	null	null	EÌmile Zola : an introductory study of his novels / Angus Wilson.	Secker & Warburg, 1964.	1964	enk	[]	['2339755']	[]
6263	txu.059173027909012	3100	Castellanos Moya, Horacio	Castellanos Moya, Horacio 1957-	null	null	null	La Margarita emocionante (seis poetas) / compilacioÌn y proÌlogo, Horacio Castellanos Moya.	Editorial Universitaria, 1979.	1979	es	[]	['6983105']	['80120637']
6264	uc1.$b506646	3119	Hollo, Anselm	Hollo, Anselm.	null	null	null	Alembic / [by] Anselm Hollo.	Trigram Press : [Distributed by Allison and Busby], 1972.	1972	enk	['0854650288 : 085465027X']	['215360463', '3103344']	['75300182']
6265	uc1.32106019403879	1785	Patchett, Ann	Patchett, Ann	null	null	null	What now? / Ann Patchett	Harper, 2008	2008	nyu	['0061340650', '9780061340659']	['179806486']	[]
6266	uc1.32106018798139	3113	Smith, Rod	Smith, Rod 1962-	null	null	null	Deed / Rod Smith	University of Iowa Press, c2007	2007	iau	['1587296195 (acid-free paper)', '9781587296192 (acid-free paper)']	['85783377']	['2007008811']
