id	htid	person_id	author1_normalized	author1	author2	author3	author4	title	imprint	date	place	isbn	oclc	lccn
6777	mdp.39015037261651	459	Kittredge, William	Kittredge, William.	null	null	null	Who owns the West? / by William Kittredge.	Mercury House, c1996.	1996	cau	['1562790781 (acid-free paper)']	['32469475']	['95011058']
6778	mdp.39015038439561	3630	Merrill, Christopher	Merrill, Christopher.	null	null	null	The old bridge : the third Balkan War and the age of the refugee / Christopher Merrill.	Milkweed Editions, 1995.	1995	mnu	['1571312080 (alk. paper)']	['32589126']	['95020061']
6779	mdp.39015034533771	44	Tiempo, Edilberto K.	Tiempo, Edilberto K.	null	null	null	The paraplegics and five short stories / Edilberto K. Tiempo.	Giraffe Books, 1995.	1995	ph	['9718967192']	['36455693']	[]
6780	mdp.39015034539380	3102	Foster, Patricia	Foster, Patricia.	null	null	null	Sister to sister : women write about the unbreakable bond / edited by Patricia Foster.	Doubleday, 1995.	1995	nyu	['0385471289']	['32241587']	['95010486']
6781	mdp.39015034532096	3637	Young, Dean	Young, Dean 1955-	Simic, Charles 1938-	null	null	Strike anywhere : poems / by Dean Young ; selected by Charles Simic.	Center for Literary Pub., University Press of Colorado, c1995.	1995	cou	['0870814230']	['33868711']	[]
6782	mdp.39015034892201	975	Twichell, Chase	Twichell, Chase 1950-	null	null	null	The ghost of Eden / Chase Twichell.	Ontario Review Press, 1995.	1995	nju	['086538083X (hard cover)']	['32130695']	['95007912']
6783	mdp.39015034892078	2085	Lashner, William	Lashner, William.	null	null	null	Hostile witness : a novel / William Lashner.	ReganBooks, c1995.	1995	nyu	['0060391464']	['32013692']	['95005595 //r952']
6784	mdp.39015034448806	1669	Girardi, Robert	Girardi, Robert.	null	null	null	Madeleine's ghost / by Robert Girardi.	Delacorte Press, 1995.	1995	nyu	['0385314825']	['31606778']	['94042088']
6785	mdp.39015034417025	1365	Hemley, Robin	Hemley, Robin 1958-	null	null	null	The big ear : stories / by Robin Hemley.	J.F. Blair, c1995.	1995	ncu	['0895871289 (alk. paper)']	['31971550']	['95005461']
6786	mdp.39015034395304	1837	Glancy, Diane	Glancy, Diane.	null	null	null	Monkey secret / Diane Glancy.	TriQuarterly Books, 1995.	1995	ilu	['0810150166 (alk. paper)']	['32013094']	['95001716 //r95']
6787	mdp.39015034303688	3674	Schwartz, Lynne Sharon	Schwartz, Lynne Sharon.	null	null	null	The fatigue artist : a novel / Lynne Sharon Schwartz.	Scribner, c1995.	1995	nyu	['0684802473']	['31753784']	['94048009 //r95']
6788	pst.000048590945	786	Johnson, Denis	Johnson, Denis 1949-	null	null	null	The throne of the third heaven of the nation's millennium general assembly : poems, collected and new / Denis Johnson.	HarperCollins, 1995.	1995	nyu	['0060171804']	['31901310']	['95003170']
6789	mdp.39015031710612	87	Spencer, Scott	Spencer, Scott.	null	null	null	Men in black : a novel / by Scott Spencer.	A.A. Knopf, 1995.	1995	nyu	['0679434526']	['31970179']	['95002669 //r95']
6790	mdp.39015034207046	3546	Harrison, Kathryn	Harrison, Kathryn.	null	null	null	Poison / Kathryn Harrison.	Random House, c1995.	1995	nyu	['0679431403']	['30733621']	['94027636']
6791	mdp.39015033982466	3194	Stern, Richard G.	Stern, Richard G. 1928-	null	null	null	A sistermony / by Richard Stern.	Donald I. Fine, c1995.	1995	nyu	['1556114273 :']	['32068157']	['94068096']
6792	mdp.39015033979983	1000	Galvin, James	Galvin, James.	null	null	null	Lethal frequencies / James Galvin.	Copper Canyon Press, c1995.	1995	wau	['1556590695 :']	['31044867']	['94031305']
6793	mdp.39015033984991	5	Bly, Robert	Bly, Robert.	null	null	null	Gratitude to old teachers : poems / by Robert Bly ; frontispiece by Robert Marx.	BOA Editions, 1993.	1993	nyu	['1880238012 (wrappers),1880238004 (4 special bound),0188023801 (2 wrappers)']	['28487669']	['94105363']
6794	mdp.39015033330161	763	Covington, Dennis	Covington, Dennis.	null	null	null	Salvation on Sand Mountain : snake handling and redemption in southern Appalachia / Dennis Covington.	Addison-Wesley, c1995.	1995	mau	['0201622920 :']	['31375816']	['94040335']
6795	uc1.32106011972137	5	Bly, Robert	Bly, Robert	null	null	null	Meditations on the insatiable soul : poems / by Robert Bly	HarperPerennial, c1994	1994	nyu	['0060950633 (pbk.) :', '006055357X (cloth) :']	['29357596']	['93041009']
6796	mdp.39015032191960	3649	Wolitzer, Hilma	Wolitzer, Hilma.	null	null	null	Tunnel of love / Hilma Wolitzer.	HarperCollins Publishers, c1994.	1994	nyu	['0061180076 :']	['29635340']	['93051064']
6797	mdp.39015017434922	1785	Patchett, Ann	Patchett, Ann.	null	null	null	Taft / Ann Patchett.	Houghton Mifflin Co., 1994.	1994	mau	['0395694612']	['30027610']	['94009500']
6798	mdp.39015017433551	3372	Cooper, Jane	Cooper, Jane 1924-2007	null	null	null	Green notebook, winter road / by Jane Cooper.	Tilbury House, 1994.	1994	meu	['0884481425 (pbk.) :,0884481417 (hard) :']	['29952304']	['94004867']
6799	mdp.39015032145974	87	Levine, Philip	Levine, Philip 1928-	null	null	null	The simple truth : poems / by Philip Levine.	Alfred A. Knopf : Distributed by Random House, 1994.	1994	nyu	['0679435808 :']	['30110326']	['94014508']
6800	mdp.39015032144662	4356	Lauterbach, Ann	Lauterbach, Ann 1942-	null	null	null	And, for example : poems / Ann Lauterbach.	Penguin Books, 1994.	1994	nyu	['0140587152']	['29952481']	['94005814']
6801	mdp.39015031816039	1865	Packer, Ann	Packer, Ann 1959-	null	null	null	Mendocino and other stories / Ann Packer.	Chronicle Books, c1994.	1994	cau	['0811806294']	['28798334']	['93036315']
6802	mdp.39015032098306	1539	Madhubuti, Haki R.	Madhubuti, Haki R. 1942-	null	null	null	Claiming earth : race, rage, rape, redemption : Blacks seeking a culture of enlightened empowerment / Haki R. Madhubuti.	Third World Press, c1994.	1994	ilu	['088378095X :']	['30954035']	[]
6803	mdp.39015032098058	1109	Phillips, Jayne Anne	Phillips, Jayne Anne 1952-	null	null	null	Shelter / Jayne Anne Phillips.	Houghton Mifflin/Seymour Lawrence, 1994.	1994	mau	['0395488907 :']	['29952494']	['94008391 //r94']
6804	mdp.39015032104583	3630	Merrill, Christopher	Merrill, Christopher.	St. John, David 1949-	null	null	Watch fire : poems / by Christopher Merrill ; with an introduction by David St. John.	White Pine Press, 1994.	1994	nyu	['1877727431']	['31351492']	[]
6805	mdp.39015032708094	3459	Godwin, Gail	Godwin, Gail.	null	null	null	The good husband / Gail Godwin.	Ballantine Books, 1994.	1994	nyu	['0345372433 :']	['29877159']	['94005651 //r94']
6806	mdp.39015054056596	86	Irving, John	Irving, John 1942-	null	null	null	A son of the circus / John Irving.	Random House, c1994.	1994	nyu	['0679434968 :']	['29566583']	['93044750']
6807	uc1.b4422245	3678	Delbanco, Nicholas	Delbanco, Nicholas.	null	null	null	Grasse, 3/23/66.	Lippincott, 1968 [c1967]	1968	pau	[]	['1282834']	['67020286']
6808	mdp.39015032572896	4359	Lux, Thomas	Lux, Thomas 1946-	null	null	null	Split horizon / Thomas Lux.	Houghton Mifflin, 1994.	1994	mau	['0395700973 (pbk.),0395700981 :']	['29564781']	['93046333']
6809	mdp.39015032574769	518	Hampl, Patricia	Hampl, Patricia 1946-	Sorman, Steven	null	null	Spillville / text by Patricia Hampl ; engravings by Steven Sorman	Milkweed Editions, 1987	1987	mnu	['9780915943180 (hard),0915943182 (hard),9780915943166 (lim. ed.),0915943166 (lim. ed.),9780915943173 (pbk.),0915943174 (pbk.)']	['15901520']	['86060749']
6810	mdp.39015032411020	3622	Santos, Bienvenido N.	Santos, Bienvenido N.	null	null	null	Postcript to a saintly life / Bienvenido N. Santos.	Anvil Publishing Inc., 1994.	1994	ph	['9712703452']	['32274070']	[]
6811	mdp.39015032496526	4365	Warren, Robert Penn	Warren, Robert Penn 1905-1989	null	null	null	All the king's men / Robert Penn Warren.	Harcourt Brace Jovanovich, [1990].	1990	cau	['0151047723 :']	['21600974']	['90036181 //r92']
6812	mdp.39015032473418	1061	Cisneros, Sandra	Cisneros, Sandra.	null	null	null	Loose woman : poems / by Sandra Cisneros.	Knopf : Distributed by Random House, 1994.	1994	nyu	['0679416447 :']	['28962852']	['93035937']
6813	mdp.39015032479142	3470	Wittlinger, Ellen	Wittlinger, Ellen.	null	null	null	Lombardo's law / Ellen Wittlinger.	Houghton Mifflin, 1993.	1993	mau	['0395659698 :']	['26504207']	['92028916 /AC']
6814	mdp.39015051654468	3683	Carver, Raymond	Carver, Raymond 1938-1988	null	null	null	Short cuts : selected stories / by Raymond Carver.	Vintage Books, 1993.	1993	nyu	['0679748644 :']	['28067016']	['93019747']
6815	uc1.b4451186	1374	Miller, Leslie Adrienne	Miller, Leslie Adrienne.	null	null	null	Ungodliness : poems / by Leslie Adrienne Miller.	Carnegie Mellon University Press, 1994.	1994	pau	['0887481736 (pbk.)', '0887481728']	['30431498']	['93073475']
6816	uc1.32106011784912	3660	Cheever, John	Cheever, John.	Hunt, George W. 1937-	Dennis, Franklin H.	null	Thirteen uncollected stories by John Cheever / edited by Franklin H. Dennis ; introduction by George W. Hunt.	Academy Chicago Publishers, 1994.	1994	ilu	['0897334051 :']	['29598786']	['93049582']
6817	mdp.39015031820791	287	Dobyns, Stephen	Dobyns, Stephen 1941-	null	null	null	Velocities : new and selected poems, 1966-1992 / Stephen Dobyns.	Viking, 1994.	1994	nyu	['0670830895 (hardcover),0140586512 (paperback) :']	['28147185']	['93017969']
6818	mdp.39015032936083	3099	Kenney, Richard	Kenney, Richard.	null	null	null	The invention of the zero : poems / Richard Kenney.	A.A. Knopf, 1993.	1993	nyu	['0679419918 :']	['27073346']	['92054790']
6819	mdp.39015031775284	1508	Canin, Ethan	Canin, Ethan.	null	null	null	The palace thief / Ethan Canin.	Random House, c1994.	1994	nyu	['0679419624 :']	['28506678']	['93026888']
6820	mdp.39015032897434	158	Bell, Marvin	Bell, Marvin 1937-	null	null	null	A Marvin Bell reader : selected poetry and prose / Marvin Bell.	Middlebury College Press ; University Press of New England, c1994.	1994	vtu	['0874516706 (pbk. : alk. paper),0874516692 (alk. paper)']	['29388211']	['93043937']
6821	mdp.39015032898382	3211	Grossman, Judith	Grossman, Judith 1937-	null	null	null	Her own terms : a novel / Judith Grossman.	Soho Press, c1988.	1988	nyu	['0939149117 :']	['15793168']	['87012123 //r93']
6822	mdp.39015032879838	3286	Gardner, John	Gardner, John 1933-1982	O'Nan, Stewart 1961-	null	null	On writers and writing / John Gardner ; introduction by Charles Johnson ; edited by Stewart O'Nan.	Addison-Wesley Pub. Co., c1994.	1994	mau	['0201626721 :']	['29595662']	['93050798']
6823	mdp.39015028872748	3205	Conroy, Frank	Conroy, Frank 1936-2005	null	null	null	Body & soul / Frank Conroy.	Houghton Mifflin/Seymour Lawrence, 1993.	1993	mau	['0395519462 :']	['28294001']	['93005163']
6824	uc1.b4446363	1365	Hemley, Robin	Hemley, Robin 1958-	null	null	null	The last Studebaker / Robin Hemley.	Graywolf Press, c1992.	1992	mnu	['1555971679 :']	['25747870']	['92015059//r92']
6825	mdp.39015033096739	3643	Busch, Frederick	Busch, Frederick 1941-2006	null	null	null	The children in the woods : new and selected stories / Frederick Busch.	Ticknor & Fields, 1994.	1994	mau	['039564724X']	['28257646']	['93005008']
6826	mdp.39015032846159	76	Dickey, William	Dickey, William.	null	null	null	In the dreaming : selected poems / William Dickey.	University of Arkansas Press, 1994.	1994	aru	['1557282862 (paper),1557282854 (cloth)']	['27813492']	['93001098']
6827	mdp.39015032752472	3634	Weissbort, Daniel	Weissbort, Daniel.	null	null	null	Lake : new and selected poems / Daniel Weissbort.	Sheep Meadow Press, c1992.	1992	nyu	['1878818244 :']	['27812680']	['93007528']
6828	mdp.39015029100768	171	Mukherjee, Bharati	Mukherjee, Bharati.	null	null	null	Regionalism in Indian perspective / Bharati Mukherjee.	K.P. Bagchi, 1992.	1992	ii	['8170741238']	['29969821']	['93901653']
6829	mdp.39015029050864	3622	Santos, Bienvenido N.	Santos, Bienvenido N.	null	null	null	Dwell in the wilderness : selected short stories (1931-1941) / by Bienvenido N. Santos.	New Day Publishers ; Distributor, Cellar Bookshop, 1985.	1985	ph	['9711001837 (pbk. : newsprint),9711001829 (pbk. : bookprint) :']	['12892902']	['86149537']
6830	mdp.39015029101014	87	Tallent, Elizabeth	Tallent, Elizabeth 1954-	null	null	null	Honey : stories / by Elizabeth Tallent.	Knopf, 1993.	1993	nyu	['0394583043 :']	['27431337']	['93018235']
6831	mdp.39015033144174	110	Pesetsky, Bette	Pesetsky, Bette 1932-	null	null	null	Cast a spell / Bette Pesetsky.	Harcourt Brace & Co., c1993.	1993	nyu	['0151160724 :']	['26763879']	['92036463 //r932']
6832	uva.x002329316	790	Kidder, Tracy	Kidder, Tracy.	null	null	null	Old friends / Tracy Kidder.	Houghton Mifflin, 1993.	1993	mau	['0395593034']	['28221658']	['93022859']
6833	mdp.39015028908161	3634	Weissbort, Daniel	Weissbort, Daniel.	null	null	null	Nietzsche's attachÃ© case : new and selected poems / Daniel Weissbort.	Carcanet, 1993.	1993	enk	['1857540239 :']	['28602722']	[]
6834	uc1.b4351510	2007	Levine, Mark	Levine, Mark 1965-	null	null	null	Debt : poems / Mark Levine.	W. Morrow, c1993.	1993	nyu	['068812397X (acid-free paper)', '0688123988 (pbk. : acid-free paper) :']	['26851808']	['92037862']
6835	mdp.39015028881806	3622	Santos, Bienvenido N.	Santos, Bienvenido N.	null	null	null	Memory's fictions : a personal history / Bienvenido N. Santos.	New Day Publisher, 1993.	1993	ph	['9711005360']	['29426189']	[]
6836	mdp.39015028893371	1785	Patchett, Ann	Patchett, Ann.	null	null	null	The patron saint of liars / Ann Patchett.	Houghton Mifflin, 1992.	1992	mau	['039561306X :']	['24796726']	['91041584 //r93']
6837	mdp.39015029951657	1389	Shacochis, Bob	Shacochis, Bob.	null	null	null	Swimming in the volcano : a novel / Bob Shacochis.	Scribner's Sons ; Maxwell Macmillan Canada ; Maxwell Macmillan International, c1993.	1993	nyu	['0684192608 :']	['26855535']	['92037116 //r93']
6838	mdp.39015029941450	4368	Wideman, John Edgar	Wideman, John Edgar.	Wideman, John Edgar.	null	null	All stories are true / John Edgar Wideman.	Vintage Books, 1993.	1993	nyu	['0679737529 (pbk.) :']	['27143753']	['92050616']
6839	mdp.39015029943167	2016	McCracken, Elizabeth	McCracken, Elizabeth.	null	null	null	Here's your hat what's your hurry : stories / by Elizabeth McCracken.	Turtle Bay Books, 1993.	1993	nyu	['0679400265 (acid-free paper) :']	['27066271']	['92056833']
6840	mdp.39015029937052	3286	Gardner, John	Gardner, John 1933-1982	null	null	null	Freddy's book / by John Gardner.	Vintage Books, 1993, c1980.	1993	nyu	['0679721940']	['27938095']	['93015508']
6841	mdp.39015029893537	3087	Glück, Louise	GlÃ¼ck, Louise 1943-	null	null	null	Descending figure / Louise GlÃ¼ck.	Ecco Press, 1980.	1980	nyu	['0912946725 (pbk.),0912946717 :']	['5946462']	['80000223']
6842	mdp.39015029730580	1837	Glancy, Diane	Glancy, Diane.	null	null	null	Offering : poetry & prose / by Diane Glancy ; foreword by Simon J. Ortiz ; illustrations by Terry John Swabey.	Holy Cow! Press : Distributed by The Talman Co., 1988.	1988	mnu	['0930100204 :']	['15521582']	['86083319']
6843	mdp.39015029715110	3643	Busch, Frederick	Busch, Frederick 1941-2006	null	null	null	Long way from home / Frederick Busch.	Ticknor & Fields, 1993.	1993	nyu	['0395634156 :']	['27068617']	['92040727 //r93']
6844	mdp.39015029710715	1837	Glancy, Diane	Glancy, Diane.	null	null	null	Lone Dog's winter count / Diane Glancy.	West End Press, 1991.	1991	nmu	['0931122643 :']	['25181319']	[]
6845	mdp.39015029580134	937	Jarman, Mark	Jarman, Mark 1952-	null	null	null	Iris / by Mark Jarman.	Story Line Press, c1992.	1992	oru	['0934257876,0934257884 (pbk.) :']	['26282766']	[]
6846	mdp.39015029542761	1007	Gregerson, Linda K.	Gregerson, Linda K.	null	null	null	Powers of desire : specularity and the subject of the Tudor state / Linda Gregerson.	University of Michigan, [1992]	1992	miu	[]	['28304491']	[]
6847	mdp.39015029470856	3198	Hannah, Barry	Hannah, Barry.	null	null	null	Bats out of hell / Barry Hannah.	Houghton Mifflin/Seymour Lawrence, 1993.	1993	mau	['0395488834 :']	['26810198']	['92036629']
6848	mdp.39015040107941	3546	Harrison, Kathryn	Harrison, Kathryn.	null	null	null	Exposure / Kathryn Harrison.	Random House, c1993.	1993	nyu	['0679409424 :']	['26096062']	['92022130 //r93']
6849	mdp.39015029273110	87	Strand, Mark	Strand, Mark 1934-	null	null	null	Dark harbor : a poem / by Mark Strand.	Knopf, 1993.	1993	nyu	['0679418865 :']	['26052030']	['92019983']
6850	mdp.39015020848134	44	Tiempo, Edilberto K.	Tiempo, Edilberto K.	null	null	null	Snake twin : and other stories / Edilberto K.Tiempo.	New Day, 1992.	1992	ph	['9711004909']	['29940220']	[]
6851	mdp.39015029250522	3672	Hejinian, Lyn	Hejinian, Lyn.	null	null	null	The cell / Lyn Hejinian.	Sun & Moon, 1992.	1992	cau	['1557130213']	['26746932']	[]
6852	mdp.39015029228692	3450	Cooley, Peter	Cooley, Peter 1940-	null	null	null	The astonished hours / Peter Cooley.	Carnegie Mellon University Press, 1992.	1992	pau	['0887481310 (pbk.),0887481302']	['25780777']	['91072055']
6853	mdp.39015026940091	3620	Unsworth, Barry	Unsworth, Barry 1930-2012	null	null	null	Sacred hunger / Barry Unsworth.	Doubleday, c1992.	1992	nyu	['0385265301 :']	['24667093']	['91033237']
6854	mdp.39015029193318	87	Van Duyn, Mona	Van Duyn, Mona.	null	null	null	If it be not I : collected poems, 1959-1982 / Mona Van Duyn.	Knopf, 1993.	1993	nyu	['0679419020 :']	['25871711']	['92011335']
6855	mdp.39015029157305	3209	Sadoff, Ira	Sadoff, Ira.	null	null	null	An Ira Sadoff reader : selected poetry and prose / Ira Sadoff.	Middlebury College Press ; University Press of New England, c1992.	1992	nhu	['0874515939 (pbk.)']	['25675656']	['92012696']
6856	mdp.39015029157313	3674	Schwartz, Lynne Sharon	Schwartz, Lynne Sharon.	null	null	null	A Lynne Sharon Schwartz reader : selected prose and poetry / Lynne Sharon Schwartz.	Published by University Press of New England [for] Middle College Press, c1992.	1992	nhu	['0874515912']	['25629977']	['92011574']
6857	mdp.39015020847359	1089	Kinsella, W. P.	Kinsella, W. P.	null	null	null	Box socials : a novel / by W.P. Kinsella.	Ballantine Books, 1992.	1992	nyu	['0345377494 :']	['25335226']	['91058628']
6858	uva.x002213812	3127	Fox, William Price	Fox, William Price.	null	null	null	Lunatic wind : surviving the storm of the century / William Price Fox.	Algonquin Books of Chapel Hill, 1992.	1992	ncu	['0945575424 :']	['25746956']	['92014303']
6859	mdp.39015028465170	171	Mukherjee, Bharati	Mukherjee, Bharati.	null	null	null	Darkness / Bharati Mukherjee.	Penguin, 1985.	1985	onc	['0140079300 (pbk.) :']	['13124678']	['85221553']
6860	mdp.39015025391932	4368	Wideman, John Edgar	Wideman, John Edgar.	Alexander Street Press	null	null	The stories of John Edgar Wideman / by John Edgar Wideman.	Pantheon Books, c1992.	1992	nyu	['0679407197 :']	['25318591']	['91050839']
6861	mdp.39015025373633	3194	Stern, Richard G.	Stern, Richard G. 1928-	null	null	null	Shares and other fictions / Richard Stern.	Delphinium Books ; Distributed by Simon & Schuster, c1992.	1992	nyu	['0671780409 :']	['25163880']	['91048140']
6862	mdp.39015025374854	4367	Shapiro, Karl Jay	Shapiro, Karl Jay 1913-2000	null	null	null	Reports of my death / by Karl Shapiro.	Algonquin Books of Chapel Hill, c1990.	1990	ncu	['0945575289 (v.2)']	['21583857']	['88006204']
6863	mdp.39015025255848	44	Tiempo, Edilberto K.	Tiempo, Edilberto K.	null	null	null	The challenge of national growth to the Philippine writer : national consciousness in the autonomy of art / Edilberto K. Tiempo.	s.n, 1958?]	1958	ph	[]	['26597551']	[]
6864	mdp.39015025183081	459	Kittredge, William	Kittredge, William.	null	null	null	Hole in the sky : a memoir / William Kittredge.	Knopf : Distributed by Random House, 1992.	1992	nyu	['0679411666 :']	['25932263']	['91058670']
6865	mdp.39015021564615	3683	Carver, Raymond	Carver, Raymond 1938-1988	Stull, William L.	null	null	No heroics, please : uncollected writings / Raymond Carver ; edited by William L. Stull ; foreword by Tess Gallagher.	Vintage Books, 1992.	1992	nyu	['0679740074 :']	['25409135']	['91050727']
6866	mdp.39015025257653	4397	Levis, Larry	Levis, Larry.	null	null	null	Black freckles / Larry Levis.	Peregrine Smith Books, 1992.	1992	utu	['0879054565 :']	['24629442']	['91038705']
6867	mdp.39015025247860	87	Levine, Philip	Levine, Philip 1928-	null	null	null	What work is : poems / by Philip Levine.	Knopf, c1992.	1992	nyu	['0679740589']	['26495306']	[]
6868	mdp.39015020693506	4345	Will, Frederic	Will, Frederic.	null	null	null	Big rig souls : truckers in America's heartland / by Frederic Will.	A & M, c1992.	1992	miu	['1878005219']	['25535879']	[]
6869	uc1.32106009599751	87	Louie, David Wong	Louie, David Wong 1954-	null	null	null	Pangs of love : stories / by David Wong Louie.	Knopf : Distributed by Random House, 1991.	1991	nyu	['0394589572 :']	['22889285']	['90053544']
6870	mdp.39015025161764	3546	Harrison, Kathryn	Harrison, Kathryn.	null	null	null	Thicker than water / Kathryn Harrison.	Random House, c1991.	1991	nyu	['0394588894 :']	['21873674']	['90038317 //r91']
6871	mdp.39015025298905	518	Hampl, Patricia	Hampl, Patricia 1946-	null	null	null	A romantic education / Patricia Hampl.	Houghton Mifflin, 1992.	1992	mau	['039534638X,0395602009']	['24539204']	['91033009']
6872	mdp.39015046825454	3641	Hoagland, Edward	Hoagland, Edward.	null	null	null	The final fate of the alligators / Edward Hoagland.	Capra Press, 1992.	1992	cau	['0884963411 :']	['23383950']	['91012537']
6873	mdp.39015022244647	3684	Dew, Robb Forman	Dew, Robb Forman.	null	null	null	Fortunate lives / Robb Forman Dew.	W. Morrow, c1992.	1992	nyu	['0688107818 (FPT) :']	['24067421']	['91024943']
6874	mdp.39015024945076	5	Bly, Robert	Bly, Robert.	Brigidi, Stephen.	null	null	Angels of Pompeii / photographs by Stephen Brigidi ; poetry by Robert Bly.	Ballantine Books, 1992.	1992	nyu	['0345377419']	['24430528']	['91058181']
6875	mdp.39015022230901	1837	Glancy, Diane	Glancy, Diane.	null	null	null	Claiming breath / Diane Glancy.	University of Nebraska Press, c1992.	1992	nbu	['0803221401 (alk. paper) :']	['24010150']	['91024637']
6876	mdp.39015025007785	3679	Brownstein, Oscar Lee	Brownstein, Oscar Lee.	null	null	null	Strategies of drama : the experience of form / Oscar Lee Brownstein.	Greenwood Press, 1991.	1991	nyu	['0313277540 (alk. paper)']	['23253213']	['91010431']
6877	mdp.39015058018204	87	Smiley, Jane	Smiley, Jane.	null	null	null	A thousand acres / Jane Smiley.	Knopf : Distributed by Random House, 1991.	1991	nyu	['0394577736 :']	['23941156']	['91052720']
6878	mdp.39015025005268	3084	Krim, Seymour	Krim, Seymour 1922-	Wolcott, James 1952-	Brooks, Peggy.	null	What's this cat's story? : the best of Seymour Krim / ed ited by Peggy Brooks ; foreword by James Wolcott.	Paragon House, 1991.	1991	nyu	['1557784701 :']	['22907024']	['90026416']
6879	mdp.39015024994264	776	Hansen, Ron	Hansen, Ron 1947-	null	null	null	Mariette in ecstasy / Ron Hansen.	E. Burlingame Books, c1991.	1991	nyu	['0060182148 (cloth) :']	['23733958']	['90056362']
6880	mdp.39015024948732	4356	Lauterbach, Ann	Lauterbach, Ann 1942-	null	null	null	Clamor / Ann Lauterbach.	Viking, 1991.	1991	nyu	['0670837555 :']	['23356904']	['91050146']
6881	mdp.39015024979307	110	Pesetsky, Bette	Pesetsky, Bette 1932-	null	null	null	The late night muse / Bette Pesetsky.	HarperCollins Publishers, c1991.	1991	nyu	['0060183020 :']	['23287073']	['90056367']
6882	mdp.39015024956230	3391	Sward, Robert	Sward, Robert 1933-	null	null	null	Four incarnations : new & selected poems, 1957-1991 / Robert Sward.	Coffee House Press ; Available to bookstores through Consortium Book Sales and Distribution, 1991.	1991	mnu	['0918273900 (acid-free paper) :']	['23975697']	['91022836']
6883	mdp.39015021641892	3660	Cheever, John	Cheever, John.	null	null	null	The journals of John Cheever.	Knopf, 1991.	1991	nyu	['0394572742 :']	['24373908']	['91052728']
6884	mdp.39015024932074	3855	Dubus, Andre	Dubus, Andre 1936-1999	null	null	null	Broken vessels / by Andre Dubus : introduction by Tobias Wolff.	D.R. Godine, 1991.	1991	mau	['0879238852 :']	['23140520']	['91006711']
6885	mdp.39015024903018	424	Wilson, Robley	Wilson, Robley.	null	null	null	The victim's daughter : a novel / Robley Wilson.	Simon & Schuster, c1991.	1991	nyu	['0671726188 :']	['23648830']	['91015655']
6886	txu.059173000316778	3680	Marshall, Paule	Marshall, Paule 1929-	null	null	null	Daughters / Paule Marshall.	Atheneum ; Maxwell Macmillan Canada ; Maxwell Macmillan International, 1991.	1991	nyu	['0689121393 :']	['23179256']	['91008219']
6887	mdp.39015024821988	4345	Will, Frederic	Will, Frederic.	null	null	null	Founding the lasting / Frederic Will.	Wayne State University Press, c1991.	1991	miu	['0814321402 (alk. paper)']	['22662942']	['90021462']
6888	inu.30000003818253	1539	Madhubuti, Haki R.	Madhubuti, Haki R. 1942-	null	null	null	Kwanzaa : an African-American holiday that is progressive & uplifting / [by Haki R. Madhubuti]	Third World Press, c1972.	1972	ilu	['0883780127 (pbk.)']	['19641154']	[]
6889	mdp.39015024764154	1025	Miller, Jane	Miller, Jane 1932-	null	null	null	Seductions : studies in reading and culture / Jane Miller.	Harvard University Press, 1991.	1991	mau	['0674796799']	['23254557']	['91011428']
6890	mdp.39015022050531	4397	Levis, Larry	Levis, Larry.	null	null	null	The widening spell of the leaves / Larry Levis.	University of Pittsburgh Press, c1991.	1991	pau	['0822954540 (pbk.),0822936755 (cloth)']	['22662458']	['90021308']
6891	mdp.39015022027547	162	Costello, Mark	Costello, Mark.	null	null	null	Middle Murphy / Mark Costello.	University of Illinois Press, c1991.	1991	ilu	['0252017951 (acid free)']	['22952928']	['90027662']
6892	mdp.39015021885887	3643	Busch, Frederick	Busch, Frederick 1941-2006	null	null	null	Closing arguments / Frederick Busch.	Ticknor & Fields, 1991.	1991	nyu	['0395589681 :']	['22907984']	['90028144']
6893	mdp.39015021868883	233	Williams, Joy	Williams, Joy.	null	null	null	Escapes : stories / Joy Williams.	Vintage Contemporaries, 1991.	1991	nyu	['0679733310 :']	['22661941']	['90050498']
6894	mdp.39015021860641	3198	Hannah, Barry	Hannah, Barry.	null	null	null	Never die / Barry Hannah.	Houghton Mifflin/Seymour Lawrence, 1991.	1991	mau	['0395515602 :']	['23079949']	['91000293']
6895	mdp.39015019641276	1837	Glancy, Diane	Glancy, Diane.	null	null	null	Trigger dance / by Diane Glancy.	Fiction Collective Two, 1990.	1990	cou	['0932511368 (pbk.),093251135X :']	['22483059']	['90071040']
6896	mdp.39015021857514	861	Gurganus, Allan	Gurganus, Allan 1947-	null	null	null	Blessed assurance : a moral tale / Allan Gurganus.	North Carolina Wesleyan College Press, 1990.	1990	ncu	['0933598173']	['21538533']	['89064432']
6897	mdp.39015021828283	1061	Cisneros, Sandra	Cisneros, Sandra.	null	null	null	Woman hollering creek, and other stories / Sandra Cisneros.	Random House, c1991.	1991	nyu	['0394576543 :']	['22662291']	['90052930']
6898	mdp.39015021534204	1450	Jen, Gish	Jen, Gish.	null	null	null	Typical American / Gish Jen.	Houghton Mifflin/S. Lawrence, 1991.	1991	mau	['0395546893 :']	['22489373']	['90048423']
6899	mdp.39015019480527	287	Dobyns, Stephen	Dobyns, Stephen 1941-	null	null	null	After shocks, near escapes / Stephen Dobyns.	Viking, 1991.	1991	nyu	['0670839140 :']	['22766809']	['90050920']
