htid	title_id	title	author	year	first_week	debut_rank	best_rank
mdp.39015065757802	413	AMERICAN BEAUTY	Edna Ferber	1931	1931-11-16	3	2
uc1.$b104352	413	AMERICAN BEAUTY	Edna Ferber	1931	1931-11-16	3	2
mdp.39015003677252	415	AMERICAN DREAM	Michael Foster	1937	1937-06-28	3	2
uc1.$b100772	415	AMERICAN DREAM	Michael Foster	1937	1937-06-28	3	2
mdp.39015008471917	416	AMERICAN FAMILY	Faith Baldwin	1935	1935-01-21	8	8
uc1.$b87205	416	AMERICAN FAMILY	Faith Baldwin	1935	1935-01-21	8	8
inu.30000112100577	416	AMERICAN FAMILY	Faith Baldwin	1935	1935-01-21	8	8
pst.000024608602	416	AMERICAN FAMILY	Faith Baldwin	1935	1935-01-21	8	8
mdp.39015043101354	421	AMSTERDAM	Ian McEwan	1999	1999-01-24	3	9
mdp.39015045990754	421	AMSTERDAM	Ian McEwan	1999	1999-01-24	3	9
uc1.32106016088590	421	AMSTERDAM	Ian McEwan	1999	1999-01-24	3	9
mdp.39015046883636	422	AMY AND ISABELLE	Elizabeth Strout	1999	1999-03-14	4	9
mdp.39015055452034	424	AN ACCIDENTAL WOMAN	Barbara Delinsky	2002	2002-08-04	1	6
mdp.39015059427701	425	AN ACT OF LOVE	Ira Wolfert	1949	1949-01-23	2	13
pst.000006067014	425	AN ACT OF LOVE	Ira Wolfert	1949	1949-01-23	2	13
uc1.b3294770	425	AN ACT OF LOVE	Ira Wolfert	1949	1949-01-23	2	13
uc1.b4095546	427	AN AFFAIR OF STATE	Pat Frank	1948	1948-11-07	5	14
uc1.32106005936296	429	AN AMERICAN DREAM	Norman Mailer	1965	1965-04-11	7	8
mdp.39015047513059	429	AN AMERICAN DREAM	Norman Mailer	1965	1965-04-11	7	8
uc1.b4095459	433	AN EPISODE OF SPARROWS	Rumer Godden	1955	1955-12-18	10	8
mdp.39015003930826	433	AN EPISODE OF SPARROWS	Rumer Godden	1955	1955-12-18	10	8
mdp.39015008597059	433	AN EPISODE OF SPARROWS	Rumer Godden	1955	1955-12-18	10	8
pst.000062855570	433	AN EPISODE OF SPARROWS	Rumer Godden	1955	1955-12-18	10	8
mdp.39015065115787	433	AN EPISODE OF SPARROWS	Rumer Godden	1955	1955-12-18	10	8
uc1.32106009455319	435	AN INCONVENIENT WOMAN	Dominick  Dunne	1990	1990-05-13	9	13
uc1.32106009455319	436	AN INCONVENIENT WOMAN	Dominick Dunne	1990	1990-05-20	4	6
mdp.49015002573658	437	AN INDECENT OBSESSION	Colleen McCullough	1981	1981-10-25	4	1
mdp.39015052614222	438	AN INSTANCE OF THE FINGERPOST	Iain Pears	1998	1998-04-05	14	10
mdp.39015033003800	443	AN OPERATIONAL NECESSITY	Gwyn Griffin	1967	1967-09-10	14	8
uc1.$b396509	443	AN OPERATIONAL NECESSITY	Gwyn Griffin	1967	1967-09-10	14	8
inu.39000008448883	449	AND LIFE GOES ON	Vicki Baum	1932	1932-03-14	3	3
uc1.$b104177	450	AND NOW TOMORROW	Rachel Field	1942	1942-06-08	3	1
pst.000002027432	450	AND NOW TOMORROW	Rachel Field	1942	1942-06-08	3	1
mdp.39015003341883	450	AND NOW TOMORROW	Rachel Field	1942	1942-06-08	3	1
uc1.$b401295	451	AND OTHER STORIES	John O'Hara	1968	1968-12-22	13	7
uc1.32106002134457	451	AND OTHER STORIES	John O'Hara	1968	1968-12-22	13	7
uc1.$b63964	453	AND SO - VICTORIA	Vaughan Wilkins	1937	1937-08-02	6	2
mdp.39015030092400	453	AND SO - VICTORIA	Vaughan Wilkins	1937	1937-08-02	6	2
mdp.39015063940152	454	AND TELL OF TIME	Laura Krey	1938	1938-09-05	3	3
uc1.b3710707	454	AND TELL OF TIME	Laura Krey	1938	1938-09-05	3	3
uc1.$b56887	454	AND TELL OF TIME	Laura Krey	1938	1938-09-05	3	3
mdp.39015046410349	456	AND THIS TOO SHALL PASS	E. Lynn Harris	1996	1996-03-10	5	6
mdp.39015051424003	457	ANDERSONVILLE	MacKinlay Kantor	1955	1955-11-06	14	1
mdp.39015022219912	457	ANDERSONVILLE	MacKinlay Kantor	1955	1955-11-06	14	1
inu.30000117261614	457	ANDERSONVILLE	MacKinlay Kantor	1955	1955-11-06	14	1
pst.000066074649	457	ANDERSONVILLE	MacKinlay Kantor	1955	1955-11-06	14	1
mdp.39015058018162	462	ANGELS & DEMONS	Dan Brown	2004	2004-01-18	4	4
mdp.39015020734268	467	ANGLE OF REPOSE	Wallace Stegner	1971	1971-05-23	7	8
pst.000017641807	467	ANGLE OF REPOSE	Wallace Stegner	1971	1971-05-23	7	8
inu.30000123933032	467	ANGLE OF REPOSE	Wallace Stegner	1971	1971-05-23	7	8
inu.32000007577812	468	ANGLO-SAXON ATTITUDES	Angus Wilson	1956	1956-10-28	12	11
pst.000029706426	468	ANGLO-SAXON ATTITUDES	Angus Wilson	1956	1956-10-28	12	11
mdp.39015050265381	469	ANIL'S GHOST	Michael Ondaatje	2000	2000-05-21	5	12
mdp.39015035730640	470	ANIMAL FARM	George Orwell	1946	1946-09-29	8	7
mdp.39015000538572	470	ANIMAL FARM	George Orwell	1946	1946-09-29	8	7
mdp.39015000538416	470	ANIMAL FARM	George Orwell	1946	1946-09-29	8	7
mdp.39015002264037	470	ANIMAL FARM	George Orwell	1946	1946-09-29	8	7
mdp.39015054067122	470	ANIMAL FARM	George Orwell	1946	1946-09-29	8	7
mdp.39015002264375	470	ANIMAL FARM	George Orwell	1946	1946-09-29	8	7
mdp.39015043186827	470	ANIMAL FARM	George Orwell	1946	1946-09-29	8	7
uc1.$b57044	471	ANITRA'S DANCE	Fannie Hurst	1934	1934-04-02	3	3
uc1.b3687986	471	ANITRA'S DANCE	Fannie Hurst	1934	1934-04-02	3	3
mdp.39015031326013	471	ANITRA'S DANCE	Fannie Hurst	1934	1934-04-02	3	3
mdp.39015000635923	472	ANN VICKERS	Sinclair Lewis	1933	1933-01-30	1	1
uc1.b3435278	472	ANN VICKERS	Sinclair Lewis	1933	1933-01-30	1	1
mdp.39015000636095	472	ANN VICKERS	Sinclair Lewis	1933	1933-01-30	1	1
uc1.b3711241	472	ANN VICKERS	Sinclair Lewis	1933	1933-01-30	1	1
uc1.$b624627	472	ANN VICKERS	Sinclair Lewis	1933	1933-01-30	1	1
mdp.39015020058577	474	ANOTHER CAESAR	Alfred Neumann	1935	1935-02-04	5	3
mdp.39015031605432	476	ANOTHER COUNTRY	James Baldwin	1962	1962-07-08	15	6
uc1.32106007393728	476	ANOTHER COUNTRY	James Baldwin	1962	1962-07-08	15	6
uc1.32106013737926	476	ANOTHER COUNTRY	James Baldwin	1962	1962-07-08	15	6
pst.000018061024	479	ANSWER AS A MAN	Taylor Caldwell	1980	1980-12-28	4	2
pst.000058093399	480	ANSWERED PRAYERS	Danielle Steel	2002	2002-11-17	11	1
mdp.39015055869872	480	ANSWERED PRAYERS	Danielle Steel	2002	2002-11-17	11	1
mdp.49015000558826	481	ANTHONY ADVERSE	Hervey Allen	1933	1933-07-03	1	1
mdp.49015002163617	481	ANTHONY ADVERSE	Hervey Allen	1933	1933-07-03	1	1
uc1.32106008755065	481	ANTHONY ADVERSE	Hervey Allen	1933	1933-07-03	1	1
uc1.$b348168	481	ANTHONY ADVERSE	Hervey Allen	1933	1933-07-03	1	1
mdp.39015060110775	485	ANY PLACE I HANG MY HAT	Susan Isaacs	2004	2004-10-24	6	16
mdp.39015053369156	486	ANY WAY THE WIND BLOWS	E. Lynn Harris	2001	2001-07-29	15	2
mdp.39015016992219	487	ANY WOMAN'S BLUES	Erica Jong	1990	1990-03-18	9	14
uc1.32106012207905	489	ANYTHING CONSIDERED	Peter Mayle	1996	1996-07-07	12	14
mdp.39015012414523	490	ANYTHING FOR BILLY	Larry McMurtry	1988	1988-10-23	14	3
uc1.32106012572639	492	ANYWHERE BUT HERE	Mona Simpson	1987	1987-03-08	7	12
mdp.39015041542591	493	APACHES	Lorenzo Carcaterra	1997	1997-08-31	13	14
uc1.b3295310	494	APARTMENT IN ATHENS	Glenway Wescott	1945	1945-03-25	4	4
mdp.39015019759375	494	APARTMENT IN ATHENS	Glenway Wescott	1945	1945-03-25	4	4
mdp.39015059120058	494	APARTMENT IN ATHENS	Glenway Wescott	1945	1945-03-25	4	4
miun.acb1468.0001.001	495	APE AND ESSENCE	Aldous Huxley	1948	1948-09-12	3	9
mdp.39015054194231	495	APE AND ESSENCE	Aldous Huxley	1948	1948-09-12	3	9
pst.000055158336	495	APE AND ESSENCE	Aldous Huxley	1948	1948-09-12	3	9
mdp.39015056245973	495	APE AND ESSENCE	Aldous Huxley	1948	1948-09-12	3	9
mdp.39015060883199	499	APPALOOSA	Robert B. Parker	2005	2005-06-26	3	15
mdp.39015002146614	501	APPOINTMENT IN SAMARRA	John O'Hara	1934	1934-08-27	6	5
uc1.b4089227	501	APPOINTMENT IN SAMARRA	John O'Hara	1934	1934-08-27	6	5
inu.39000003771180	501	APPOINTMENT IN SAMARRA	John O'Hara	1934	1934-08-27	6	5
pst.000025071924	501	APPOINTMENT IN SAMARRA	John O'Hara	1934	1934-08-27	6	5
uc1.32106011619118	501	APPOINTMENT IN SAMARRA	John O'Hara	1934	1934-08-27	6	5
mdp.39015059968217	501	APPOINTMENT IN SAMARRA	John O'Hara	1934	1934-08-27	6	5
mdp.39015031225371	504	APRIL WAS WHEN IT BEGAN	Barry Benefield	1939	1939-08-07	4	4
mdp.39015032129218	505	ARCH OF TRIUMPH	Erich Maria Remarque	1946	1946-02-10	2	1
umn.31951001619647y	505	ARCH OF TRIUMPH	Erich Maria Remarque	1946	1946-02-10	2	1
uc1.b4363874	505	ARCH OF TRIUMPH	Erich Maria Remarque	1946	1946-02-10	2	1
mdp.39015064754214	510	ARMAGEDDON'S CHILDREN	Terry Brooks	2006	2006-09-17	10	6
mdp.39015057934286	512	AROUND THE WORLD WITH AUNTIE MAME	Patrick Dennis	1958	1958-08-31	10	2
mdp.49015003022507	515	ARTHUR & GEORGE	Julian Barnes	2006	2006-02-12	12	14
uc1.b3687497	518	AS THE EARTH TURNS	Gladys Hasty Carroll	1933	1933-05-08	1	1
uc1.$b87118	518	AS THE EARTH TURNS	Gladys Hasty Carroll	1933	1933-05-08	1	1
uc1.b3861557	518	AS THE EARTH TURNS	Gladys Hasty Carroll	1933	1933-05-08	1	1
mdp.39015048831120	522	ASHES OF VICTORY	David Weber	2000	2000-03-19	12	12
mdp.39015046475888	523	ASHES TO ASHES	Tami Hoag	1999	1999-03-21	1	4
mdp.39015003684126	526	ASK ME NO MORE	Pamela Frankau	1958	1958-11-30	1	16
mdp.39015003700054	527	ASPECTS OF LOVE	David Garnett	1956	1956-02-19	13	10
uc1.$b236267	527	ASPECTS OF LOVE	David Garnett	1956	1956-02-19	13	10
inu.30000000274047	527	ASPECTS OF LOVE	David Garnett	1956	1956-02-19	13	10
mdp.39015030708112	532	ASSEMBLY	John O'Hara	1962	1962-01-14	1	16
mdp.39015048899499	533	ASSIGNMENT IN BRITTANY	Helen MacInnes	1942	1942-07-20	5	2
uc1.b3267344	533	ASSIGNMENT IN BRITTANY	Helen MacInnes	1942	1942-07-20	5	2
uc1.32106001999520	533	ASSIGNMENT IN BRITTANY	Helen MacInnes	1942	1942-07-20	5	2
uc1.$b102426	534	ASYLUM FOR THE QUEEN	Mildred Jordan	1948	1948-06-20	1	9
uc1.b3688023	534	ASYLUM FOR THE QUEEN	Mildred Jordan	1948	1948-06-20	1	9
mdp.39076002013154	540	AT WEDDINGS AND WAKES	Alice McDermott	1992	1992-05-17	7	11
mdp.39015042094477	541	ATLANTIS FOUND	Clive Cussler	1999	1999-12-26	9	4
mdp.39015058014633	542	ATLAS SHRUGGED	Ayn Rand	1957	1957-10-13	14	3
mdp.39015056229316	543	ATONEMENT	Ian McEwan	2002	2002-03-31	14	4
uc1.b4358693	544	ATTACHMENTS	Judith Rossner	1977	1977-11-06	6	14
uc1.b4951443	546	AUGUST	Judith Rossner	1983	1983-08-14	4	3
mdp.39015064116935	546	AUGUST	Judith Rossner	1983	1983-08-14	4	3
uc1.$b105339	548	AUNT BEL	Guy McCrone	1949	1949-06-12	3	13
uc1.32106005360059	549	AUNTIE MAME	Patrick Dennis	1955	1955-02-20	16	1
mdp.39076006290279	549	AUNTIE MAME	Patrick Dennis	1955	1955-02-20	16	1
mdp.39015053104322	549	AUNTIE MAME	Patrick Dennis	1955	1955-02-20	16	1
mdp.39015014212891	550	AURORA DAWN	Herman Wouk	1947	1947-05-11	3	8
mdp.39015008320585	550	AURORA DAWN	Herman Wouk	1947	1947-05-11	3	8
uc1.$b102233	558	B.F.'s DAUGHTER	John P. Marquand	1946	1946-11-24	1	1
mdp.39015069302043	563	BACK ON BLOSSOM STREET	Debbie Macomber	2007	2007-05-13	1	8
pst.000058693766	563	BACK ON BLOSSOM STREET	Debbie Macomber	2007	2007-05-13	1	8
mdp.39015050548117	567	BACK WHEN WE WERE GROWNUPS	Anne Tyler	2001	2001-05-20	9	3
uc1.32106016833722	567	BACK WHEN WE WERE GROWNUPS	Anne Tyler	2001	2001-05-20	9	3
mdp.39015067663727	573	BAD BLOOD	Linda Fairstein	2007	2007-02-04	10	8
mdp.39015058262174	574	BAD BUSINESS	Robert B. Parker	2004	2004-03-28	11	6
mdp.39015068809428	577	BAD LUCK AND TROUBLE	Lee Child	2007	2007-06-03	12	2
mdp.39015064703120	580	BAD TWIN	Gary Troup	2006	2006-05-28	13	12
mdp.39015043798936	582	BAG OF BONES	Stephen King	1998	1998-10-11	4	1
mdp.39015060033118	583	BALANCE OF POWER	Richard North Patterson	2003	2003-11-02	3	9
mdp.39015014858511	586	BAND OF ANGELS	Robert Penn Warren	1955	1955-09-04	15	5
mdp.39015028724774	586	BAND OF ANGELS	Robert Penn Warren	1955	1955-09-04	15	5
mdp.39015020666460	589	BANKER	Dick Francis	1983	1983-04-03	3	6
pst.000029593002	590	BARABBAS	Par Lagerkvist	1952	1952-01-06	15	14
mdp.49015001240374	590	BARABBAS	Par Lagerkvist	1952	1952-01-06	15	14
mdp.39015005749638	591	BARBARY SHORE	Norman Mailer	1951	1951-06-17	12	11
mdp.39015004075613	591	BARBARY SHORE	Norman Mailer	1951	1951-06-17	12	11
inu.30000114155314	591	BARBARY SHORE	Norman Mailer	1951	1951-06-17	12	11
uc1.32106007504845	596	BARRIER ISLAND	John D. MacDonald	1986	1986-06-22	11	11
uc1.b3435087	599	BATTLE CRY	Leon Uris	1953	1953-05-17	13	2
mdp.39015000656291	599	BATTLE CRY	Leon Uris	1953	1953-05-17	13	2
mdp.39015056503819	604	BAUDOLINO	Umberto Eco	2002	2002-11-03	9	14
mdp.39015046008291	606	BE COOL	Elmore Leonard	1999	1999-02-28	4	4
mdp.39015034418932	609	BEACH MUSIC	Pat Conroy	1995	1995-07-16	10	1
mdp.39015029000810	609	BEACH MUSIC	Pat Conroy	1995	1995-07-16	10	1
mdp.39015057575741	612	BEACHCOMBER	Karen Robards	2003	2003-08-31	2	10
uc1.32106009762482	616	BEAST	Peter Benchley	1991	1991-06-30	14	4
pst.000020415105	616	BEAST	Peter Benchley	1991	1991-06-30	14	4
mdp.39015078813394	618	BEAT THE REAPER	Josh Bazell	2009	2009-02-01	10	13
mdp.39015073865365	622	BEAUTIFUL CHILDREN	Charles Bock	2008	2008-02-24	4	14
mdp.39015034261118	628	BEAUTY FROM ASHES	Eugenia Price	1995	1995-05-14	10	7
mdp.39015033521728	632	BEDFORD VILLAGE	Hervey Allen	1944	1944-04-23	5	4
pst.000028149064	632	BEDFORD VILLAGE	Hervey Allen	1944	1944-04-23	5	4
mdp.39015047868065	635	BEFORE I SAY GOOD-BYE	Mary Higgins Clark	2000	2000-05-07	6	1
mdp.39015014618113	636	BEFORE MY TIME	Niccolo Tucci	1962	1962-09-16	15	14
uc1.$b106019	636	BEFORE MY TIME	Niccolo Tucci	1962	1962-09-16	15	14
mdp.39015020691468	636	BEFORE MY TIME	Niccolo Tucci	1962	1962-09-16	15	14
uc1.b3687966	639	BEFORE THE SUN GOES DOWN	Elizabeth Metzger Howard	1946	1946-02-10	3	5
mdp.39015031236691	639	BEFORE THE SUN GOES DOWN	Elizabeth Metzger Howard	1946	1946-02-10	3	5
uc1.$b102958	639	BEFORE THE SUN GOES DOWN	Elizabeth Metzger Howard	1946	1946-02-10	3	5
mdp.39015014858875	641	BEFORE YOU GO	Jerome Weidman	1960	1960-08-14	16	9
uc1.$b106146	641	BEFORE YOU GO	Jerome Weidman	1960	1960-08-14	16	9
mdp.39076001210744	642	BEGGARMAN, THIEF	Irwin Shaw	1977	1977-10-23	3	4
mdp.39015037299149	645	BEHIND THE LINES	W. E. B. Griffin	1996	1996-01-21	5	4
pst.000021845161	647	BEING THERE	Jerzy Kosinski	1971	1971-05-30	1	8
uc1.32106010569132	647	BEING THERE	Jerzy Kosinski	1971	1971-05-30	1	8
mdp.39015048927233	647	BEING THERE	Jerzy Kosinski	1971	1971-05-30	1	8
mdp.39015066031439	649	BELGARATH THE SORCERER	David and Leigh Eddings	1995	1995-08-20	5	9
uc1.$b105665	652	BELL TIMSON	Marguerite Steen	1946	1946-08-25	8	7
mdp.39015046331487	653	BELLEFLEUR	Joyce Carol Oates	1980	1980-08-24	9	11
mdp.49015003142743	655	BELOVED	Toni Morrison	1987	1987-09-20	2	3
uc1.$b87286	656	BELOVED	Viña Delmar	1956	1956-04-22	15	14
mdp.39015013095297	658	BELOW THE SALT	Thomas B. Costain	1957	1957-10-13	8	3
mdp.39015063952561	659	BENEFITS RECEIVED	Alice Grant Rosman	1932	1932-07-04	3	2
inu.30000111985713	660	BENNETT'S WELCOME	Inglis Fletcher	1950	1950-11-05	5	7
mdp.39015014862448	661	BENTON'S ROW	Frank Yerby	1954	1954-12-19	11	9
mdp.39015061094457	664	BERGDORF BLONDES	Plum Sykes	2004	2004-04-25	6	7
uc1.b3687368	666	BERNARD CLARE	James T. Farrell	1946	1946-06-09	6	13
mdp.39015030745031	666	BERNARD CLARE	James T. Farrell	1946	1946-06-09	6	13
uc1.$b100825	666	BERNARD CLARE	James T. Farrell	1946	1946-06-09	6	13
mdp.39015002386103	671	BETHEL MERRIDAY	Sinclair Lewis	1940	1940-04-01	5	3
uc1.b4091424	671	BETHEL MERRIDAY	Sinclair Lewis	1940	1940-04-01	5	3
uc1.b4089001	678	BETWEEN TWO WORLDS	Upton Sinclair	1941	1941-04-07	6	6
uc1.32106002145552	678	BETWEEN TWO WORLDS	Upton Sinclair	1941	1941-04-07	6	6
pst.000012675050	679	BEULAH LAND	Lonnie Coleman	1973	1973-12-16	10	7
mdp.39015070730133	682	BEYOND REACH	Karin Slaughter	2007	2007-08-19	5	6
mdp.39015004814284	683	BEYOND THE BLACK STUMP	Nevil Shute	1956	1956-09-09	14	10
mdp.39015005497535	683	BEYOND THE BLACK STUMP	Nevil Shute	1956	1956-09-09	14	10
inu.30000027317498	683	BEYOND THE BLACK STUMP	Nevil Shute	1956	1956-09-09	14	10
mdp.39015047446532	684	BEYOND THE GREAT SNOW MOUNTAINS	Louis L'Amour	1999	1999-05-30	15	9
mdp.39015004996180	687	BEYOND THIS PLACE	A.J. Cronin	1953	1953-08-02	16	1
mdp.39015009055719	688	BHOWANI JUNCTION	John Masters	1954	1954-04-18	11	5
mdp.39015010737487	688	BHOWANI JUNCTION	John Masters	1954	1954-04-18	11	5
pst.000030504516	688	BHOWANI JUNCTION	John Masters	1954	1954-04-18	11	5
mdp.39015001588600	688	BHOWANI JUNCTION	John Masters	1954	1954-04-18	11	5
mdp.39015047566354	694	BIG TROUBLE	Dave Barry	1999	1999-10-03	12	10
mdp.39015015233854	695	BILLY BATHGATE	E. L. Doctorow	1989	1989-03-05	12	4
mdp.39015014323045	695	BILLY BATHGATE	E. L. Doctorow	1989	1989-03-05	12	4
pst.000022659040	695	BILLY BATHGATE	E. L. Doctorow	1989	1989-03-05	12	4
pst.000045680878	695	BILLY BATHGATE	E. L. Doctorow	1989	1989-03-05	12	4
mdp.39015045986166	696	BILLY STRAIGHT	Jonathan Kellerman	1999	1999-01-17	14	3
mdp.39015043116790	697	BIRDS OF AMERICA	Lorrie Moore	1998	1998-10-11	2	14
uc1.b4951217	698	BIRDS OF AMERICA	Mary McCarthy	1971	1971-06-13	5	8
mdp.39015062114163	698	BIRDS OF AMERICA	Mary McCarthy	1971	1971-06-13	5	8
mdp.39015000219561	698	BIRDS OF AMERICA	Mary McCarthy	1971	1971-06-13	5	8
pst.000032287486	698	BIRDS OF AMERICA	Mary McCarthy	1971	1971-06-13	5	8
mdp.39015056670915	700	BIRTHRIGHT	Nora Roberts	2003	2003-04-20	9	1
mdp.39015046484260	704	BITTERSWEET	Danielle Steel	1999	1999-04-18	14	1
mdp.39015040035621	705	BLACK AND BLUE	Anna Quindlen	1998	1998-02-15	12	2
mdp.39015055908845	705	BLACK AND BLUE	Anna Quindlen	1998	1998-02-15	12	2
inu.30000056017829	706	BLACK BETTY	Walter Mosley	1994	1994-07-17	13	15
mdp.39015061094812	707	BLACK CREEK CROSSING	John Saul	2004	2004-04-04	2	12
mdp.39015003930503	714	BLACK NARCISSUS	Rumer Godden	1939	1939-07-31	4	2
inu.39000001774020	714	BLACK NARCISSUS	Rumer Godden	1939	1939-07-31	4	2
mdp.39015048765013	715	BLACK NOTICE	Patricia Cornwell	1999	1999-08-22	2	1
mdp.49015002947209	715	BLACK NOTICE	Patricia Cornwell	1999	1999-08-22	2	1
uc1.32106015816611	720	BLACK SUNDAY	Thomas Harris	1975	1975-02-23	10	6
mdp.39015059216013	722	BLACK WIND	Clive Cussler and Dirk Cussler	2004	2004-12-19	7	4
mdp.39015002710765	723	BLACK-OUT IN GRETLEY	J. B. Priestley	1943	1943-02-22	4	4
uc1.$b104152	723	BLACK-OUT IN GRETLEY	J. B. Priestley	1943	1943-02-22	4	4
mdp.39015055869724	727	BLACKWOOD FARM	Anne Rice	2002	2002-11-17	14	4
mdp.39015064953329	729	BLAZE	Richard Bachman	2007	2007-07-01	14	2
mdp.39015060032920	730	BLEACHERS	John Grisham	2003	2003-09-28	8	1
uc1.$b105291	733	BLESS THIS HOUSE	Norah Lofts	1954	1954-04-11	8	2
mdp.39015055574696	735	BLESSINGS	Anna Quindlen	2002	2002-10-06	13	3
mdp.39015060069039	737	BLIND ALLEY	Iris Johansen	2004	2004-10-03	4	11
mdp.39015056315610	739	BLINDSIDE	Catherine Coulter	2003	2003-08-17	10	2
mdp.39015040660493	744	BLOOD AND HONOR	W. E. B. Griffin	1997	1997-01-26	8	10
mdp.39015040660493	745	BLOOD AND HONOR	W.E.B. Griffin	1997	1997-01-19	9	12
mdp.39015057626452	746	BLOOD CANTICLE	Anne Rice	2003	2003-11-16	14	5
mdp.39015073893938	748	BLOOD DREAMS	Kay Hooper	2008	2008-01-20	12	9
mdp.39015049736575	752	BLOOD LURE	Nevada Barr	2001	2001-02-18	5	14
mdp.39015055451804	755	BLOOD OF VICTORY	Alan Furst	2002	2002-09-15	6	11
mdp.39015056188389	757	BLOOD ORCHID	Stuart Woods	2002	2002-11-03	5	10
mdp.39015003929877	758	BLOOD RELATIONS	Phillip Gibbs	1935	1935-10-21	9	9
uc1.$b56680	758	BLOOD RELATIONS	Phillip Gibbs	1935	1935-10-21	9	9
mdp.39015003929851	758	BLOOD RELATIONS	Phillip Gibbs	1935	1935-10-21	9	9
mdp.39015074300099	761	BLOODFEVER	Karen Marie Moning	2007	2007-11-04	11	9
mdp.39015057599386	767	BLOW FLY	Patricia Cornwell	2003	2003-11-02	10	1
mdp.39015059124639	768	BLOWOUT	Catherine Coulter	2004	2004-07-04	13	6
mdp.39015030701042	771	BLUE CAMELLIA	Frances Parkinson Keyes	1957	1957-02-03	12	3
mdp.39015050772618	772	BLUE DIARY	Alice Hoffman	2001	2001-08-12	4	6
uc1.$b98400	774	BLUE HURRICANE	F. Van Wyck Mason	1954	1954-11-21	12	10
mdp.39015059135601	774	BLUE HURRICANE	F. Van Wyck Mason	1954	1954-11-21	12	10
mdp.39015055831104	778	BLUE SHOE	Anne Lamott	2002	2002-10-27	11	16
uc1.32106002171921	780	BLUE SKIES, NO CANDY	Gael Greene	1976	1976-11-14	9	6
mdp.39015062618767	781	BLUE SMOKE	Nora Roberts	2005	2005-10-23	3	2
mdp.39015046826908	784	BLUEBEARD	Kurt Vonnegut	1987	1987-11-01	5	8
mdp.39015060122085	785	BODY DOUBLE	Tess Gerritsen	2004	2004-09-05	4	12
mdp.39015054129229	786	BODY OF LIES	Iris Johansen	2002	2002-04-14	1	5
uc1.$b86134	789	BOLD GALILEAN	Legette Blythe	1949	1949-03-13	6	16
uc1.$b102603	792	BON VOYAGE	Marrijane and Joseph Hayes	1957	1957-02-24	15	15
mdp.39015070749489	801	BONES TO ASHES	Kathy Reichs	2007	2007-09-16	5	3
mdp.39015026963218	803	BONJOUR TRISTESSE	Francoise Sagan	1955	1955-03-20	13	1
mdp.39015031780425	803	BONJOUR TRISTESSE	Francoise Sagan	1955	1955-03-20	13	1
mdp.39015007059135	803	BONJOUR TRISTESSE	Francoise Sagan	1955	1955-03-20	13	1
mdp.49015000789900	803	BONJOUR TRISTESSE	Francoise Sagan	1955	1955-03-20	13	1
mdp.39015073644711	805	BOOK OF THE DEAD	Patricia Cornwell	2007	2007-11-11	2	1
mdp.39015002718115	808	BOON ISLAND	Kenneth Roberts	1956	1956-01-22	9	5
mdp.39015047106227	808	BOON ISLAND	Kenneth Roberts	1956	1956-01-22	9	5
mdp.39015037465476	808	BOON ISLAND	Kenneth Roberts	1956	1956-01-22	9	5
mdp.39015066844070	811	BORN IN DEATH	J. D. Robb	2006	2006-11-26	7	3
uc1.b3346866	812	BORN IN WEDLOCK	Margaret Echard	1956	1956-12-16	15	15
mdp.39015063939980	818	BOW DOWN TO WOOD AND STONE	Josephine Lawrence	1938	1938-02-21	7	7
pst.000018061062	819	BRAIN	Robin Cook	1981	1981-02-15	2	2
pst.000027847633	821	BRAVE NEW WORLD	Aldous Huxley	1932	1932-03-07	3	3
mdp.39015002305061	821	BRAVE NEW WORLD	Aldous Huxley	1932	1932-03-07	3	3
mdp.39015002299017	821	BRAVE NEW WORLD	Aldous Huxley	1932	1932-03-07	3	3
mdp.39015034647183	821	BRAVE NEW WORLD	Aldous Huxley	1932	1932-03-07	3	3
mdp.39015002231440	821	BRAVE NEW WORLD	Aldous Huxley	1932	1932-03-07	3	3
mdp.39015000525611	826	BREAKFAST AT TIFFANY'S	Truman Capote	1958	1958-12-07	16	12
uc1.32106010331426	826	BREAKFAST AT TIFFANY'S	Truman Capote	1958	1958-12-07	16	12
mdp.39015045637470	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut	1973	1973-05-13	10	1
mdp.39015045637462	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut	1973	1973-05-13	10	1
uc1.32106015466755	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut	1973	1973-05-13	10	1
mdp.39015061189984	829	BREAKING POINT	Suzanne Brockmann	2005	2005-07-31	14	11
mdp.39015054076388	831	BREATHING LESSONS	Anne Tyler	1988	1988-09-25	7	2
uc1.$b103986	833	BRICKS WITHOUT STRAW	Charles G. Norris	1938	1938-09-19	5	5
uc1.b3826722	836	BRIDESHEAD REVISITED	Evelyn Waugh	1946	1946-01-20	3	3
uc1.32106018987245	837	BRIDGE OF SIGHS	Richard Russo	2007	2007-10-14	8	6
uc1.b3295264	844	BRIGHT FEATHER	Robert Wilder	1948	1948-06-13	5	7
mdp.39015005541894	845	BRIGHT FLOWS THE RIVER	Taylor Caldwell	1978	1978-11-12	2	5
uc1.$b56216	847	BRIGHT SKIN	Julia Peterkin	1932	1932-04-18	3	1
